#id,name,request_email,notes,home_page,tag_string
mairie-81033-01,Mairie - Blaye-les-Mines,contact@mairie-blaye.fr,"Adresse : 145 bis avenue d'Albi, 81400,Blaye-les-Mines | Tél : 05 63 80 25 10 | Fax : 05 63 76 51 77",http://www.mairie-blaye.fr,mairie
ddt-88160-01,Direction départementale des territoires (DDT) - Vosges,ddt@vosges.gouv.fr,"Adresse : 22-26, avenue Dutac,88026,Épinal Cedex | Tél : 03 29 69 12 12 | Fax : 03 29 69 13 12",http://www.vosges.equipement.gouv.fr,ddt
direccte_ut-88160-01,"Direction régionale des entreprises, de la concurrence, de la consommation, du travail et de l'emploi (DIRECCTE) - Unité départementale - Vosges",lorrai-ut88.uc1@direccte.gouv.fr,"Adresse : Bâtiment B - 1 quartier de la Magdeleine,88025,Épinal Cedex | Tél : 03 29 69 80 80 | Fax : 03 29 69 80 69",http://grand-est.direccte.gouv.fr/Presentation-de-l-Unite-departementale-Nous-contacter-17714,direccte_ut
epci-88079-01,Communauté de communes - Terre d'Eau,contact@cc-terredeau.fr,"Adresse : 58 rue des Anciennes-Halles,88140,Bulgnéville | Tél : 03 29 05 29 24 | Fax : 03 29 05 00 98",http://www.cc-terredeau.fr,epci communaute_communes
epci-88209-01,Communauté d'agglomération - Epinal,direction@agglo-epinal.fr,"Adresse : 4 rue Louis-Meyer,88190,Golbey | Tél : 03 29 37 54 60 | Fax : 03 29 37 54 89",http://www.agglo-epinal.fr,epci communaute_agglomerations
epci-88304-01,Communauté de communes - Mirecourt Dompaire,contact@ccmirecourtdompaire.fr,"Adresse : 32 rue du Général-Leclerc,88503,Mirecourt Cedex | Tél : 03 29 37 88 01 | Fax : 03 29 37 06 46",http://www.cccmirecourtdompaire.fr,epci communaute_communes
epci-88321-01,Communauté de communes - Ouest Vosgien,contact@ccov.fr,"Adresse : 2 bis avenue François-de-Neufchâteau,88300,Neufchâteau | Tél : 03 29 94 08 77 | Fax : 03 29 06 19 59",http://www.ccov.fr,epci communaute_communes
epci-88367-01,Communauté de communes - La région de Rambervillers,accueil@2c2r.fr,"Adresse : 9 rue du Docteur-Lahalle,88700,Rambervillers | Tél : 03 29 29 42 06 | Fax : 03 29 29 70 48",http://www.2c2r.fr,epci communaute_communes
epci-88413-01,Communauté d'agglomération - Saint-Dié-des-Vosges,contact@ca-saintdie.fr,"Adresse : 10-12 rue des 4-Frères-Mougeotte,88100,Saint-Dié-des-Vosges | Tél : 03 29 52 65 56 | Fax : ",http://cc-saintdie.fr,epci communaute_agglomerations
epci-88415-01,Communauté de communes - La Porte des Vosges Méridionales,bureaux@ccpvm.fr,"Adresse : 4 rue des Grands-Moulins,88200,Saint-Étienne-lès-Remiremont | Tél : 03 29 22 11 63 | Fax : 03 29 23 39 61",,epci communaute_communes
fdapp-88327-01,Fédération départementale pour la pêche et la protection du milieu aquatique - Vosges,fede.peche.vosges@wanadoo.fr,"Adresse : 31 rue de l'Estrey,88440,Nomexy | Tél : 03 29 31 18 89 | Fax : ",http://www.peche88.fr,fdapp
fdc-88160-01,Fédération départementale des chasseurs - Vosges,fdc88@chasseurdefrance.com,"Adresse : ZI de la Voivre - 21 allée des Chênes - BP 301043,88051,Épinal Cedex 9 | Tél : 03 29 31 10 74 | Fax : 03 29 34 59 61",http://www.federationchasseur88.fr,fdc
gendarmerie-88029-01,Brigade de gendarmerie - La Vôge-les-Bains,cob.xertigny@gendarmerie.interieur.gouv.fr,"Adresse : Bains-les-Bains - 5 Avenue du Lieutenant-colonel Chavane,88240,La Vôge-les-Bains | Tél : 03 29 36 30 17 | Fax : 03 29 36 75 25",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88075-01,Brigade de gendarmerie - La Bresse,cob.saulxures-sur-moselotte@gendarmerie.interieur.gouv.fr,"Adresse : 54 Grande Rue,88250,La Bresse | Tél : 03 29 25 40 17 | Fax : 03 29 25 76 05",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88078-01,Brigade de gendarmerie - Bruyères,bta.bruyeres@gendarmerie.interieur.gouv.fr,"Adresse : 20 Rue Poincaré,88600,Bruyères | Tél : 03 29 50 10 17 | Fax : 03 29 58 01 95",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88079-01,Brigade de gendarmerie - Bulgnéville,cob.vittel@gendarmerie.interieur.gouv.fr,"Adresse : 940 Rue Sainte-Anne,88140,Bulgnéville | Tél : 03 29 09 11 17 | Fax : 03 29 09 12 11",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88090-01,Brigade de gendarmerie - Charmes,bta.charmes@gendarmerie.interieur.gouv.fr,"Adresse : 30 Avenue du Général de Gaulle,88130,Charmes | Tél : 03 29 38 90 17 | Fax : 03 29 94 98 82",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88094-01,Brigade de gendarmerie - Châtel-sur-Moselle,cob.thaon-les-vosges@gendarmerie.interieur.gouv.fr,"Adresse : 1 Rue Charles Lefrançois,88330,Châtel-sur-Moselle | Tél : 03 29 67 90 17 | Fax : 03 29 67 50 37",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88115-01,Brigade de gendarmerie - Corcieux,cob.fraize@gendarmerie.interieur.gouv.fr,"Adresse : 2C Route de La Houssière,88430,Corcieux | Tél : 03 29 50 66 17 | Fax : 03 29 50 77 65",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88124-01,Brigade de gendarmerie - Darney,cob.darney@gendarmerie.interieur.gouv.fr,"Adresse : 8 Route de Vittel,88260,Darney | Tél : 03 29 09 30 17 | Fax : 03 29 94 98 82",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88151-01,Brigade de gendarmerie - Dompaire,cob.mirecourt@gendarmerie.interieur.gouv.fr,"Adresse : 10 Place du Général Leclerc,88270,Dompaire | Tél : 03 29 36 51 17 | Fax : 03 29 94 98 82",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88158-01,Brigade de gendarmerie - Éloyes,cob.remiremont@gendarmerie.interieur.gouv.fr,"Adresse : 2 Rue de Verdun,88510,Éloyes | Tél : 03 29 32 40 17 | Fax : 03 29 32 85 93",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88160-01,Brigade de gendarmerie - Épinal,bta.epinal@gendarmerie.interieur.gouv.fr,"Adresse : 8 Rue du Professeur Roux,88000,Épinal | Tél : 03 29 33 17 17 | Fax : 03 29 33 17 34",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88181-01,Brigade de gendarmerie - Fraize,cob.fraize@gendarmerie.interieur.gouv.fr,"Adresse : 6 Rue Nicolas Geliot,88230,Fraize | Tél : 03 29 50 31 17 | Fax : 03 29 50 55 50",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88196-01,Brigade de gendarmerie - Gérardmer,bta.gerardmer@gendarmerie.interieur.gouv.fr,"Adresse : 24 Rue du 152ème RI,88400,Gérardmer | Tél : 03 29 63 30 17 | Fax : 03 29 63 67 65",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88258-01,Brigade de gendarmerie - Lamarche,cob.darney@gendarmerie.interieur.gouv.fr,"Adresse : 1 Avenue des Tilleuls,88320,Lamarche | Tél : 03 29 09 50 17 | Fax : 03 29 94 98 82",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88304-01,Brigade de gendarmerie - Mirecourt,cob.mirecourt@gendarmerie.interieur.gouv.fr,"Adresse : 333 Avenue de Lattre de Tassigny,88500,Mirecourt | Tél : 03 29 37 00 17 | Fax : 03 29 94 98 82",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88321-01,Brigade de gendarmerie - Neufchâteau,cob.neufchateau@gendarmerie.interieur.gouv.fr,"Adresse : 01271 Rue du Stand,88300,Neufchâteau | Tél : 03 29 94 00 17 | Fax : 03 29 94 98 75",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88361-01,Brigade de gendarmerie - Provenchères-et-Colroy,cob.st-die-des-vosges@gendarmerie.interieur.gouv.fr,"Adresse : 2 Rue Haute,88490,Provenchères-sur-Fave | Tél : 03 29 51 20 17 | Fax : 03 29 51 57 15",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88367-01,Brigade de gendarmerie - Rambervillers,bta.rambervillers@gendarmerie.interieur.gouv.fr,"Adresse : 1 Avenue du 17ème BCP,88700,Rambervillers | Tél : 03 29 65 00 17 | Fax : 03 29 66 65 76",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88372-01,Brigade de gendarmerie - Raon-l'Étape,cob.raon-l-etape@gendarmerie.interieur.gouv.fr,"Adresse : 4 Avenue du 21ème BCP,88110,Raon-l'Étape | Tél : 03 29 41 40 17 | Fax : 03 29 41 38 75",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88383-01,Brigade de gendarmerie - Remiremont,cob.remiremont@gendarmerie.interieur.gouv.fr,"Adresse : 38 Faubourg du Val-d'Ajol,88200,Remiremont | Tél : 03 29 62 64 06 | Fax : 03 29 62 64 16",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88408-01,Brigade de gendarmerie - Rupt-sur-Moselle,cob.le-thillot@gendarmerie.interieur.gouv.fr,"Adresse : 107 Rue d'Alsace,88360,Rupt-sur-Moselle | Tél : 03 29 24 34 17 | Fax : 03 29 24 59 95",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88413-01,Brigade de gendarmerie - Saint-Dié-des-Vosges,cob.st-die-des-vosges@gendarmerie.interieur.gouv.fr,"Adresse : 26 Rue de Foucharupt,88100,Saint-Dié-des-Vosges | Tél : 03 29 56 21 31 | Fax : 03 29 51 50 15",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88447-01,Brigade de gendarmerie - Saulxures-sur-Moselotte,cob.saulxures-sur-moselotte@gendarmerie.interieur.gouv.fr,"Adresse : 78 Allée de la Charme,88290,Saulxures-sur-Moselotte | Tél : 03 29 24 60 17 | Fax : 03 29 24 59 85",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88451-01,Brigade de gendarmerie - Senones,cob.raon-l-etape@gendarmerie.interieur.gouv.fr,"Adresse : 11 Rue du Breuil,88210,Senones | Tél : 03 29 57 91 17 | Fax : 03 29 57 89 96",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88465-01,Brigade de gendarmerie - Capavenir Vosges,cob.thaon-les-vosges@gendarmerie.interieur.gouv.fr,"Adresse : Thaon-les-Vosges - 2 Rue Jean-Marie Compas,88150,Capavenir Vosges | Tél : 03 29 39 20 17 | Fax : 03 29 39 62 36",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88468-01,Brigade de gendarmerie - Le Thillot,cob.le-thillot@gendarmerie.interieur.gouv.fr,"Adresse : 48 rue du Général de Gaulle,88160,Le Thillot | Tél : 03 29 25 00 17 | Fax : 03 29 25 75 85",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88486-01,Brigade de gendarmerie - Vagney,cob.saulxures-sur-moselotte@gendarmerie.interieur.gouv.fr,"Adresse : 5 Impasse du Centenaire,88120,Vagney | Tél : 03 29 61 73 17 | Fax : 03 29 61 97 17",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88487-01,Brigade de gendarmerie - Le Val-d'Ajol,cob.remiremont@gendarmerie.interieur.gouv.fr,"Adresse : 38 Rue du Dévau,88340,Le Val-d'Ajol | Tél : 03 29 66 50 17 | Fax : 03 29 66 61 78",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88516-01,Brigade de gendarmerie - Vittel,cob.vittel@gendarmerie.interieur.gouv.fr,"Adresse : 351 Rue du Lieutenant Gauffre,88800,Vittel | Tél : 03 29 08 15 17 | Fax : 03 29 08 86 88",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
gendarmerie-88530-01,Brigade de gendarmerie - Xertigny,cob.xertigny@gendarmerie.interieur.gouv.fr,"Adresse : 27 Rue de la Vallée de l'Aître,88220,Xertigny | Tél : 03 29 36 00 17 | Fax : 03 29 39 89 87",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
greta-88160-01,Greta - Lorraine - Sud,greta.lorraine.sud@ac-nancy-metz.fr,"Adresse : 13 rue de l'Épinette - BP 20160,88200,Remiremont | Tél : 03 29 69 51 00 | Fax : 03 29 64 29 23",http://www.ac-nancy-metz.fr,greta
greta-88413-01,Greta - Saint-Dié,greta-lorraine-sud@ac-nancy-metz.fr,"Adresse : 14 rue de Thurin,88100,Saint-Dié-des-Vosges | Tél : 03 29 55 32 73 | Fax : ",https://www.greta-lorraine.fr,greta
hypotheque-88160-01,Service de la publicité foncière (SPF) - Épinal 1,spf.epinal@dgfip.finances.gouv.fr,"Adresse : Centre des finances publiques - 1 rue du Docteur-Laflotte - BP 401009,88060,Épinal Cedex 9 | Tél : 03 29 69 22 63 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-88383-01,Service de la publicité foncière (SPF) - Remiremont,spf.remiremont@dgfip.finances.gouv.fr,"Adresse : 15 rue Paul-Doumer,88206,Remiremont Cedex | Tél : 03 29 23 44 44 | Fax : ",http://www.impots.gouv.fr,hypotheque
hypotheque-88413-01,Service de la publicité foncière (SPF) - Saint-Dié-des-Vosges,spf.saint-die-des-vosges@dgfip.finances.gouv.fr,"Adresse : Place Jules-Ferry - BP 263,88107,Saint-Dié-des-Vosges Cedex | Tél : 03 29 56 20 52 | Fax : ",http://www.impots.gouv.fr,hypotheque
inspection_academique-88160-01,Direction des services départementaux de l'Éducation nationale (DSDEN) - Vosges,ce.ia88@ac-nancy-metz.fr,"Adresse : 17-19 rue Antoine-Hurault,80000,Épinal | Tél : 03 29 64 80 80 | Fax : ",http://www.ac-nancy-metz.fr,inspection_academique
maia-88160-01,Mission d'accueil et d'information des associations (Maia) - Vosges,ddcspp@vosges.gouv.fr,"Adresse : Direction départementale de la cohésion sociale et de la protection des populations - 4, avenue du Rose-Poirier - BP 601029,88050,Épinal Cedex 9 | Tél : 03 29 68 48 92 | Fax : 03 29 68 48 68",http://www.associations.gouv.fr,maia
mairie-88001-01,Mairie - Les Ableuvenettes,mairielesableuvenettes@orange.fr,"Adresse : 2 rue de la Côte,88270,Les Ableuvenettes | Tél : 03 29 36 58 32 | Fax : 09 70 60 48 93",,mairie
mairie-88002-01,Mairie - Ahéville,aheville.mairie@laposte.net,"Adresse : 2 rue de l'Église,88500,Ahéville | Tél : 03 29 37 14 44 | Fax : ",,mairie
mairie-88003-01,Mairie - Aingeville,commune.aingeville@orange.fr,"Adresse : 2 rue Derrière-l'Église,88140,Aingeville | Tél : 03 29 07 21 68 | Fax : 03 29 07 21 68",,mairie
mairie-88005-01,Mairie - Allarmont,contact@mairie-allarmont.fr,"Adresse : 29 rue Henri-Valentin,88110,Allarmont | Tél : 03 29 41 16 08 | Fax : ",http://www.mairie-allarmont.fr,mairie
mairie-88006-01,Mairie - Ambacourt,mairie-ambacourt@orange.fr,"Adresse : 15 rue de la Côte,88500,Ambacourt | Tél : 03 29 37 44 29 | Fax : 03 29 37 44 29",http://www.ambacourt.mairie.com,mairie
mairie-88007-01,Mairie - Ameuvelle,mairieameuvelle@orange.fr,"Adresse : 4 Grande rue,88410,Ameuvelle | Tél : 03 29 08 45 51 | Fax : 03 29 08 45 51",,mairie
mairie-88008-01,Mairie - Anglemont,communedanglemont@wanadoo.fr,"Adresse : 88 place Henry-Thomas,88700,Anglemont | Tél : 03 29 65 45 62 | Fax : ",,mairie
mairie-88009-01,Mairie - Anould,mairie.anould@wanadoo.fr,"Adresse : 622 rue de Gérardmer,88650,Anould | Tél : 03 29 57 10 08 | Fax : 03 29 57 13 25",http://www.anould.fr,mairie
mairie-88010-01,Mairie - Aouze,mairie.aouze@orange.fr,"Adresse : 50 place de la Mairie,88170,Aouze | Tél : 03 29 06 44 27 | Fax : 03 29 06 44 27",,mairie
mairie-88012-01,Mairie - Archettes,mairie.archettes@orange.fr,"Adresse : 54 route d'Épinal,88380,Archettes | Tél : 03 29 32 72 69 | Fax : 03 29 32 78 29",http://mairie.archettes.fr,mairie
mairie-88014-01,Mairie - Arrentès-de-Corcieux,lesarrentes@wanadoo.fr,"Adresse : 12 au Houssot,88430,Arrentès-de-Corcieux | Tél : 03 29 50 66 04 | Fax : ",,mairie
mairie-88015-01,Mairie - Attignéville,mairie.attigneville@wanadoo.fr,"Adresse : 192 rue Claude-le-Lorrain,88300,Attignéville | Tél : 03 29 06 97 53 | Fax : 03 29 06 96 39",http://www.ma-mairie.com/mairie-88-attigneville,mairie
mairie-88017-01,Mairie - Aulnois,mairiedaulnois88@wanadoo.fr,"Adresse : 3 route de Châtenois,88300,Aulnois | Tél : 03 29 06 53 08 | Fax : 03 29 06 53 08",,mairie
mairie-88019-01,Mairie - Autigny-la-Tour,autigny-la-tour.mairie@wanadoo.fr,"Adresse : 2 rue de l'École,88300,Autigny-la-Tour | Tél : 03 29 06 93 03 | Fax : 03 29 06 93 03",,mairie
mairie-88022-01,Mairie - Auzainvilliers,mairie.auzainvilliers@orange.fr,"Adresse : 3 rue du Breuil,88140,Auzainvilliers | Tél : 03 29 09 12 78 | Fax : 03 29 09 12 78",,mairie
mairie-88025-01,Mairie - Avranville,marie.avranville@orange.fr,"Adresse : 1 rue Principale,88630,Avranville | Tél : 03 29 06 75 71 | Fax : 03 29 06 75 71",,mairie
mairie-88026-01,Mairie - Aydoilles,contact@mairie-aydoilles.com,"Adresse : 4 rue de la Mairie,88600,Aydoilles | Tél : 03 29 65 78 79 | Fax : 03 29 65 76 44",http://www.mairie-aydoilles.com,mairie
mairie-88027-01,Mairie - Badménil-aux-Bois,mairie.badmenilauxbois@gmail.com,"Adresse : 1 route de Hadigny,88330,Badménil-aux-Bois | Tél : 03 29 39 13 09 | Fax : 03 29 39 13 09",,mairie
mairie-88028-01,Mairie - La Baffe,mairielabaffe@wanadoo.fr,"Adresse : 395 rue de l'Église,88460,La Baffe | Tél : 03 29 66 34 89 | Fax : ",,mairie
mairie-88029-01,Mairie - La Vôge-les-Bains,mairie.la.voge.les.bains@orange.fr,"Adresse : Bains-les-Bains - 1 place du Docteur-André-Leroy,88240,La Vôge-les-Bains | Tél : 03 29 36 34 29 | Fax : 03 29 36 23 69",http://www.lavogelesbains.fr,mairie
mairie-88029-02,Mairie déléguée - Harsault,mairie.harsault@wanadoo.fr,"Adresse : Harsault - 30 rue du Centre,88240,La Vôge-les-Bains | Tél : 03 29 30 92 77 | Fax : 03 29 30 95 78",,mairie
mairie-88029-03,Mairie déléguée - Hautmougey,mairie.hautmougey@orange.fr,"Adresse : Hautmougey - 45 rue Principale,88240,La Vôge-les-Bains | Tél : 03 29 30 40 71 | Fax : ",,mairie
mairie-88030-01,Mairie - Bainville-aux-Saules,mairie.bainvilleauxsaules@orange.fr,"Adresse : 25 place Grandidier,88270,Bainville-aux-Saules | Tél : 03 29 36 64 12 | Fax : ",,mairie
mairie-88031-01,Mairie - Balléville,balleville@wanadoo.fr,"Adresse : 6 route de Beaufremont,88170,Balléville | Tél : 03 29 94 54 88 | Fax : 03 29 94 54 88",,mairie
mairie-88032-01,Mairie - Ban-de-Laveline,contact@mairie-bandelaveline.fr,"Adresse : 2 place Eugène-Grandjean,88520,Ban-de-Laveline | Tél : 03 29 51 78 01 | Fax : 03 29 51 68 34",http://www.mairie-bandelaveline.fr,mairie
mairie-88033-01,Mairie - Ban-de-Sapt,mairie-bandesapt@wanadoo.fr,"Adresse : 3 route de Senones,88210,Ban-de-Sapt | Tél : 03 29 58 97 72 | Fax : 03 29 58 95 29",,mairie
mairie-88035-01,Mairie - Barbey-Seroux,mairie.barbey-seroux@orange.fr,"Adresse : 1 route de la Grand-Roche,88640,Barbey-Seroux | Tél : 03 29 51 48 15 | Fax : 03 29 51 48 15",http://barbeyseroux.mairie.com,mairie
mairie-88037-01,Mairie - Basse-sur-le-Rupt,mairie.basse.sur.le.rupt@wanadoo.fr,"Adresse : 27 chemin départemental 34 de Planois,88120,Basse-sur-le-Rupt | Tél : 03 29 24 72 23 | Fax : 03 29 24 89 52",http://www.basse.s.rupt.free.fr,mairie
mairie-88038-01,Mairie - Battexey,communedebattexey@orange.fr,"Adresse : 12 rue le Village,88130,Battexey | Tél : 03 29 38 93 90 | Fax : ",,mairie
mairie-88039-01,Mairie - Baudricourt,mairie.baudricourt@wanadoo.fr,"Adresse : 50 rue Victor-Hugo,88500,Baudricourt | Tél : 03 29 65 68 51 | Fax : ",,mairie
mairie-88040-01,Mairie - Bayecourt,mairie.bayecourt@wanadoo.fr,"Adresse : 121 rue d'Alsace,88150,Bayecourt | Tél : 03 29 31 62 55 | Fax : ",,mairie
mairie-88041-01,Mairie - Bazegney,mairie-bazegney@wanadoo.fr,"Adresse : 9 place de l'Église,88270,Bazegney | Tél : 03 29 36 55 41 | Fax : ",,mairie
mairie-88042-01,Mairie - Bazien,commune-de-bazien@wanadoo.fr,"Adresse : 1 rue du Faubourg,88700,Bazien | Tél : 03 29 65 06 09 | Fax : ",,mairie
mairie-88043-01,Mairie - Bazoilles-et-Ménil,mairiebazoillesetmenil@wanadoo.fr,"Adresse : 351 rue de l'Église,88500,Bazoilles-et-Ménil | Tél : 03 29 07 77 14 | Fax : ",,mairie
mairie-88044-01,Mairie - Bazoilles-sur-Meuse,mairie.bazoilles@wanadoo.fr,"Adresse : 6 rue du Château,88300,Bazoilles-sur-Meuse | Tél : 03 29 06 00 20 | Fax : 03 29 94 22 69",,mairie
mairie-88045-01,Mairie - Beaufremont,mairie.beaufremont@akeonet.com,"Adresse : 1 rue du Centre,88300,Beaufremont | Tél : 03 29 06 14 08 | Fax : ",,mairie
mairie-88046-01,Mairie - Beauménil,mairie-beaumenil@wanadoo.fr,"Adresse : 117 rue de l'Ermite,88600,Beauménil | Tél : 03 29 50 55 83 | Fax : ",,mairie
mairie-88047-01,Mairie - Begnécourt,mairie.begnecourt@wanadoo.fr,"Adresse : 2 Grande rue,88270,Begnécourt | Tél : 03 29 36 62 87 | Fax : ",,mairie
mairie-88049-01,Mairie - Belmont-les-Darney,mairie.belmont-les-darney@orange.fr,"Adresse : 24 rue Chanzy,88260,Belmont-les-Darney | Tél : 03 29 09 40 40 | Fax : ",,mairie
mairie-88050-01,Mairie - Belmont-sur-Buttant,belmont-sur-buttant@wanadoo.fr,"Adresse : 3 rue de la Mairie,88600,Belmont-sur-Buttant | Tél : 03 29 50 10 93 | Fax : ",,mairie
mairie-88051-01,Mairie - Belmont-sur-Vair,mairiedebelmontsurvair@orange.fr,"Adresse : 250 rue de la Voie,88800,Belmont-sur-Vair | Tél : 03 29 08 20 48 | Fax : 03 29 08 20 48",,mairie
mairie-88052-01,Mairie - Belrupt,mairiebelrupt@orange.fr,"Adresse : Rue de la Mairie,88260,Belrupt | Tél : 03 29 09 83 59 | Fax : ",,mairie
