#id,name,request_email,notes,home_page,tag_string,valid_email,commune
agefiph-63113-01,Agefiph - Auvergne-Rhône-Alpes,auvergne-rhones-alpes@agefiph.asso.fr,"Adresse : Immeuble Gergovia - 65 boulevard François-Mitterrand - 6e étage,63010,Clermont-Ferrand | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 04 73 34 76 93",http://www.agefiph.fr,agefiph,True,Clermont-Ferrand
mairie-40181-01,Mairie - Messanges,mairie.messanges.landes@orange.fr,"Adresse : 5 route des Lacs,40660,Messanges | Tél : 05 58 48 91 44 | Fax : 05 58 48 91 41",http://www.messanges.fr,mairie,True,Messanges
mairie-21407-01,Mairie - Messanges,mairiemessanges@orange.fr,"Adresse : Place de la Mairie, 201220, Messanges | Tél : 03 80 61 41 55 | Fax : ",,mairie,True,Messanges
mairie-69133-01,Mairie - Millery,contact@mairie-millery.fr,"Adresse : Avenue Saint-Jean,69390,Millery | Tél : 04 78 46 18 48 | Fax : 04 78 46 26 00",http://www.mairie-millery.fr,mairie,True,Millery
mairie-21413-01,Mairie - Millery,mairie.millery21@orange.fr,"Adresse : 10 rue Jean-de-Réôme, 201140, Millery | Tél : 03 80 97 26 54 | Fax : ",http://www.millery21.fr,mairie,True,Millery
mairie-54369-01,Mairie - Millery,secretaire.millery54@wanadoo.fr,"Adresse : 2 rue des Chenevières,54670,Millery | Tél : 03 83 24 96 43 | Fax : ",http://www.millery.com,mairie,True,Millery
mairie-50328-01,Mairie - Millières,mairie.millieres@wanadoo.fr,"Adresse : 4 rue de la Tringale,50190,Millières | Tél : 02 33 46 70 32 | Fax : 02 33 46 70 32",,mairie,True,Millières
mairie-52325-01,Mairie - Millières,commune-de-millieres@orange.fr,"Adresse : 12 rue de l'Église,52240,Millières | Tél : 03 25 01 24 81 | Fax : ",,mairie,True,Millières
mairie-04122-01,Mairie - Mirabeau,mairie-mirabeau04@wanadoo.fr,"Adresse : Allée de Jouvenine, 4510, Mirabeau | Tél : 04 92 34 61 84 | Fax : ",http://www.mirabeau-04.fr,mairie,True,Mirabeau
mairie-84076-01,Mairie - Mirabeau,mairiemirabeau@wanadoo.fr,"Adresse : 8 rue de la Mairie,84120,Mirabeau | Tél : 04 90 77 00 04 | Fax : 04 90 77 04 31",,mairie,True,Mirabeau
mairie-82110-01,Mairie - Mirabel,mairie-mirabel@info82.com,"Adresse : 1 place de la Mairie,82440,Mirabel | Tél : 05 63 31 06 08 | Fax : 05 63 31 06 56",http://www.mirabel.fr,mairie,True,Mirabel
mairie-07159-01,Mairie - Mirabel,secretariat@mairie-mirabel.fr,"Adresse : 92 chemin des Auches, 7170, Mirabel | Tél : 04 75 36 72 02 | Fax : 04 75 36 77 73",,mairie,True,Mirabel
mairie-31343-01,Mairie - Mirambeau,mairie.mirambeau@wanadoo.fr,"Adresse : Place de la Mairie,301230,Mirambeau | Tél : 05 61 88 67 63 | Fax : 05 61 88 67 63",,mairie,True,Mirambeau
mairie-17236-01,Mairie - Mirambeau,accueil.mairie@mirambeau17.fr,"Adresse : 10 place de la Mairie, 017150, Mirambeau | Tél : 05 46 49 60 73 | Fax : 05 46 70 66 50",http://www.mirambeau17.fr,mairie,True,Mirambeau
mairie-31345-01,Mairie - Miremont,mairie.miremont31@wanadoo.fr,"Adresse : 1 place Carretier,301190,Miremont | Tél : 05 61 50 67 05 | Fax : 05 61 11 95 11",http://www.mairiemiremont31.fr,mairie,True,Miremont
mairie-63228-01,Mairie - Miremont,mairie-miremont@wanadoo.fr,"Adresse : Le Bourg,63380,Miremont | Tél : 04 73 79 92 52 | Fax : 04 73 79 74 23",,mairie,True,Miremont
mairie-09194-01,Mairie - Mirepoix,mairie@mirepoix.fr,"Adresse : Place du Maréchal-Leclerc, 9500, Mirepoix | Tél : 05 61 68 10 47 | Fax : ",http://www.mairie-mirepoix.fr,mairie,True,Mirepoix
mairie-32258-01,Mairie - Mirepoix,mairie.mirepoix1@orange.fr,"Adresse : Le Village,32390,Mirepoix | Tél : 05 62 64 31 57 | Fax : 05 62 64 33 71",,mairie,True,Mirepoix
mairie-01249-01,Mairie - Miribel,mairie@miribel.fr,"Adresse : Place de l'Hôtel-de-Ville - BP 508, 01705, Miribel Cedex | Tél : 04 78 55 84 00 | Fax : ",http://www.miribel.fr,mairie,True,Miribel
mairie-26184-01,Mairie - Miribel,miribel.drome@orange.fr,"Adresse : 5 place du Tilleul, 26350, Miribel | Tél : 04 75 71 71 16 | Fax : 04 75 71 71 16",http://www.miribel-drome.fr/accueil,mairie,True,Miribel
mairie-02488-01,Mairie - Molain,hdv.molain02@orange.fr,"Adresse : 2 rue Jean-Jaurès, 2110, Molain | Tél : 03 23 66 15 08 | Fax : ",http://www.molain.sitew.fr,mairie,True,Molain
mairie-39336-01,Mairie - Molain,mairie.molain@wanadoo.fr,"Adresse : Rue du Centre,39800,Molain | Tél : 03 84 51 75 66 | Fax : 03 84 51 75 66",,mairie,True,Molain
mairie-70350-01,Mairie - Molay,mairie.molay70@orange.fr,"Adresse : 3 rue Jacques-de-Molay,70120,Molay | Tél : 03 84 91 03 99 | Fax : ",,mairie,True,Molay
mairie-39338-01,Mairie - Molay,mairie-molay@wanadoo.fr,"Adresse : 5 rue Jules-Grévy,39500,Molay | Tél : 03 84 71 41 84 | Fax : 03 84 71 99 58",,mairie,True,Molay
mairie-46195-01,Mairie - Molières,commune-de-molieres@wanadoo.fr,"Adresse : Le Bourg,46120,Molières | Tél : 05 65 38 94 54 | Fax : ",,mairie,True,Molières
mairie-82113-01,Mairie - Molières,molieres.82@wanadoo.fr,"Adresse : Place de la Mairie,82220,Molières | Tél : 05 63 67 76 37 | Fax : 05 63 67 62 16",http://www.ville-molieres.fr,mairie,True,Molières
mairie-24273-01,Mairie - Molières,mairie.molieres@wanadoo.fr,"Adresse : Rue Notre-Dame, 24480, Molières | Tél : 05 53 63 19 23 | Fax : 05 53 63 19 23",http://www.molieres.fr,mairie,True,Molières
mairie-31348-01,Mairie - Moncaup,mairiedemoncaup@wanadoo.fr,"Adresse : Rue du Lavoir,301160,Moncaup | Tél : 05 61 88 83 40 | Fax : 05 61 88 83 40",,mairie,True,Moncaup
mairie-64390-01,Mairie - Moncaup,commune-moncaup@orange.fr,"Adresse : 8 route du Béarn,64350,Moncaup | Tél : 05 59 68 25 91 | Fax : 05 59 68 55 02",,mairie,True,Moncaup
mairie-22153-01,Mairie - Moncontour,nolwenn@moncontour.bzh,"Adresse : 1 rue de Bel-Orient, 22510, Moncontour | Tél : 02 96 73 41 05 | Fax : 02 96 73 51 73",,mairie,True,Moncontour
mairie-86161-01,Mairie - Moncontour,contact@moncontour86.fr,"Adresse : 1 place Louise-Lesage,86330,Moncontour | Tél : 05 49 98 91 29 | Fax : 05 49 98 93 62",http://www.moncontour-de-poitou.fr,mairie,True,Moncontour
mairie-14437-01,Mairie - Mondeville,contact@mondeville.fr,"Adresse : 5 rue Chapron, 014120, Mondeville | Tél : 02 31 35 52 00 | Fax : 02 31 52 15 84",http://www.mondeville.fr,mairie,True,Mondeville
mairie-91412-01,Mairie - Mondeville,mairie.mondeville@wanadoo.fr,"Adresse : 18 Grande rue,901590,Mondeville | Tél : 01 64 98 31 03 | Fax : 01 64 98 31 09",http://www.mondeville91.fr,mairie,True,Mondeville
mairie-77297-01,Mairie - Mondreville,mairie-de-mondreville@wanadoo.fr,"Adresse : 3 rue de la Garde,77570,Mondreville | Tél : 01 64 29 32 17 | Fax : ",http://www.mairiedemondreville.fr,mairie,True,Mondreville
mairie-78413-01,Mairie - Mondreville,mairie-mondreville@wanadoo.fr,"Adresse : 14 route Nationale,78980,Mondreville | Tél : 01 30 42 52 24 | Fax : 01 30 42 42 15",http://www.mondreville78.fr,mairie,True,Mondreville
mairie-24276-01,Mairie - Monestier,monestier.mairie@wanadoo.fr,"Adresse : Le Bourg, 24240, Monestier | Tél : 05 53 58 81 22 | Fax : ",http://www.pays-de-bergerac.com,mairie,True,Monestier
mairie-03175-01,Mairie - Monestier,mairie-monestier@wanadoo.fr,"Adresse : 1 place de la Mairie, 3140, Monestier | Tél : 04 70 56 61 91 | Fax : ",,mairie,True,Monestier
mairie-07160-01,Mairie - Monestier,mairie.monestier@orange.fr,"Adresse : Le Village, 7690, Monestier | Tél : 04 75 34 68 03 | Fax : 04 75 34 68 03",,mairie,True,Monestier
mairie-65314-01,Mairie - Monfaucon,mairie-monfaucon@wanadoo.fr,"Adresse : 22 rue de l'Église,65140,Monfaucon | Tél : 05 62 96 56 11 | Fax : 05 62 96 92 90",http://monfaucon65.free.fr,mairie,True,Monfaucon
mairie-24277-01,Mairie - Monfaucon,commune.monfaucon@wanadoo.fr,"Adresse : 73 allée de la Mairie, 24130, Monfaucon | Tél : 05 53 24 64 83 | Fax : 09 70 61 52 39",http://monfaucon.fr,mairie,True,Monfaucon
mairie-33287-01,Mairie - Mongauzy,mongauzy@wanadoo.fr,"Adresse : 4 le Bourg Sud,33190,Mongauzy | Tél : 05 56 61 70 16 | Fax : 05 56 61 77 05",http://www.mongauzy.fr,mairie,True,Mongauzy
mairie-32270-01,Mairie - Mongauzy,mairiedemongauzy@wanadoo.fr,"Adresse : Village,32220,Mongauzy | Tél : 05 62 65 48 33 | Fax : ",,mairie,True,Mongauzy
mairie-39345-01,Mairie - Monnières,monnieres.mairie@laposte.net,"Adresse : 8 rue de la Mairie,39100,Monnières | Tél : 03 84 72 19 30 | Fax : ",http://www.monnieres39.fr,mairie,True,Monnières
mairie-44100-01,Mairie - Monnières,accueil@mairie-monnieres.fr,"Adresse : 4 rue de la Poste,44690,Monnières | Tél : 02 40 54 60 64 | Fax : 02 40 54 63 03",http://www.mairie-monnieres.fr,mairie,True,Monnières
mairie-31355-01,Mairie - Mons,contact@mairie-mons.com,"Adresse : Place de la Mairie,301280,Mons | Tél : 05 61 83 63 66 | Fax : 05 61 83 19 87",http://www.mairie-mons.com,mairie,True,Mons
mairie-63232-01,Mairie - Mons,mairiedemons@wanadoo.fr,"Adresse : 3 rue du Bourg,63310,Mons | Tél : 04 70 41 50 37 | Fax : ",http://www.mons63.fr,mairie,True,Mons
mairie-30173-01,Mairie - Mons,mairiedemons0517@orange.fr,"Adresse : 2 place de la Mairie,30340,Mons | Tél : 04 66 83 10 74 | Fax : 04 66 83 74 95",http://www.mairiedemons.fr,mairie,True,Mons
mairie-83080-01,Mairie - Mons,mairie-mons83@wanadoo.fr,"Adresse : 31 rue Jean-Vadon,83440,Mons | Tél : 04 94 39 22 39 | Fax : 04 94 76 36 62",http://www.mairie-mons83.fr,mairie,True,Mons
mairie-17239-01,Mairie - Mons,mons4@wanadoo.fr,"Adresse : 6 place de la Mairie, 017160, Mons | Tél : 05 46 25 03 64 | Fax : 05 46 26 31 59",,mairie,True,Mons
mairie-34160-01,Mairie - Mons,monslatrivalle@wanadoo.fr,"Adresse : Place de la Gare,34390,Mons | Tél : 04 67 97 71 70 | Fax : 04 67 97 82 49",http://www.monslatrivalle.fr,mairie,True,Mons
mairie-16221-01,Mairie - Mons,mairie-mons@wanadoo.fr,"Adresse : Le Bourg, 016140, Mons | Tél : 05 45 21 12 06 | Fax : 05 45 21 31 28",,mairie,True,Mons
mairie-33289-01,Mairie - Monségur,monsegur@wanadoo.fr,"Adresse : 24 place Robert-Darniche,33580,Monségur | Tél : 05 56 61 60 12 | Fax : 05 56 61 61 36",http://www.mairie.monsegur.eu,mairie,True,Monségur
mairie-47178-01,Mairie - Monségur,mairiedemonsegur@wanadoo.fr,"Adresse : 7 place de la Liberté,47150,Monségur | Tél : 05 53 41 66 72 | Fax : 05 53 41 02 76",,mairie,True,Monségur
mairie-64395-01,Mairie - Monségur,mairie.monsegur@wanadoo.fr,"Adresse : 1 route de l'Église,64460,Monségur | Tél : 05 59 81 50 68 | Fax : 05 59 81 50 68",,mairie,True,Monségur
mairie-40190-01,Mairie - Monségur,monsegur.mairie@wanadoo.fr,"Adresse : 15 place du Foyer,40700,Monségur | Tél : 05 58 79 23 71 | Fax : ",,mairie,True,Monségur
mairie-65317-01,Mairie - Mont,mairie.mont.65@orange.fr,"Adresse : Place Jacques-et-Geneviève-Laporte,65240,Mont | Tél : 05 62 99 69 50 | Fax : 05 62 99 69 50",,mairie,True,Mont
mairie-64396-01,Mairie - Mont,commont@cdg-64.fr,"Adresse : 20 rue du Vieux-Mont,64300,Mont | Tél : 05 59 67 64 63 | Fax : 05 59 67 31 27",http://www.mairie-mont.fr,mairie,True,Mont
mairie-71301-01,Mairie - Mont,mont.mairie@wanadoo.fr,"Adresse : 10 rue de la Mairie,701140,Mont | Tél : 03 85 89 08 50 | Fax : ",,mairie,True,Mont
mairie-48027-05,Mairie - Mont-Lozère-et-Goulet,st-julien.du.tournel@wanadoo.fr,"Adresse : Mairie annexe - Le Village - Saint-Julien-du-Tournel,48190,Mont-Lozère-et-Goulet | Tél : 04 66 47 67 12 | Fax : ",http://mont-lozère-et-goulet.fr,mairie,True,Mont-Lozère-et-Goulet
mairie-48027-04,Mairie - Mont-Lozère-et-Goulet,mairie@montlozeregoulet.fr,"Adresse : Le Bleymard - Route du Mont-Lozère,48190,Mont-Lozère-et-Goulet | Tél : 04 66 31 13 83 | Fax : ",http://www.mont-lozere-et-goulet.fr,mairie,True,Mont-Lozère-et-Goulet
mairie-48027-03,Mairie - Mont-Lozère-et-Goulet,mairie@montlozeregoulet.fr,"Adresse : Mairie déléguée - Chasseradès - Le Bourg,48250,Mont-Lozère-et-Goulet | Tél : 04 66 46 01 16 | Fax : 04 66 46 09 87",http://mont-lozère-et-goulet.fr,mairie,True,Mont-Lozère-et-Goulet
mairie-48027-01,Mairie - Mont-Lozère-et-Goulet,mairie@montlozeregoulet.fr,"Adresse : Le Bleymard - Route de Mont-Lozère,48190,Mont-Lozère-et-Goulet | Tél : 04 66 31 13 83 | Fax : ",http://www.mont-lozère-et-goulet.fr,mairie,True,Mont-Lozère-et-Goulet
mairie-21441-01,Mairie - Mont-Saint-Jean,montsaintjean.mairie@wanadoo.fr,"Adresse : Le Bourg, 201320, Mont-Saint-Jean | Tél : 03 80 84 30 89 | Fax : ",,mairie,True,Mont-Saint-Jean
mairie-72211-01,Mairie - Mont-Saint-Jean,mairie.mont-saint-jean.72@wanadoo.fr,"Adresse : 17 rue Mathurin-Pattier,72140,Mont-Saint-Jean | Tél : 02 43 20 12 31 | Fax : 02 43 20 12 31",http://www.msj72140.blogspot.fr,mairie,True,Mont-Saint-Jean
mairie-02522-01,Mairie - Mont-Saint-Jean,mairie.mont-saint-jean02@wanadoo.fr,"Adresse : 13 rue Principale, 2360, Mont-Saint-Jean | Tél : 03 23 97 67 12 | Fax : ",,mairie,True,Mont-Saint-Jean
mairie-02523-01,Mairie - Mont-Saint-Martin,mairie.montsaintmartin@orange.fr,"Adresse : Mairie, 2220, Mont-Saint-Martin | Tél : 03 23 72 89 15 | Fax : ",,mairie,True,Mont-Saint-Martin
mairie-54382-01,Mairie - Mont-Saint-Martin,mairie@mairie-montsaintmartin.fr,"Adresse : 1 boulevard du 8-Mai-01945,54350,Mont-Saint-Martin | Tél : 03 82 25 23 70 | Fax : 03 82 25 23 50",http://www.mairie-montsaintmartin.fr,mairie,True,Mont-Saint-Martin
mairie-08308-01,Mairie - Mont-Saint-Martin,mairie.mont-saint-martin@west-telecom.com,"Adresse : 16 rue des Monts, 8400, Mont-Saint-Martin | Tél :  | Fax : 03 24 30 08 43",,mairie,True,Mont-Saint-Martin
mairie-38258-01,Mairie - Mont-Saint-Martin,mt.st.martin.38@orange.fr,"Adresse : Lieu-dit Fochaire,38120,Mont-Saint-Martin | Tél : 04 76 56 14 41 | Fax : ",,mairie,True,Mont-Saint-Martin
mairie-30354-01,Mairie - Montagnac,mairie-montagnac@orange.fr,"Adresse : 5 rue de la Mairie,30350,Montagnac | Tél : 09 62 27 11 17 | Fax : ",,mairie,True,Montagnac
mairie-34162-01,Mairie - Montagnac,contact@ville-montagnac.fr,"Adresse : Place Émile-Combes,34530,Montagnac | Tél : 04 67 49 86 86 | Fax : 04 67 24 14 84",http://www.ville-montagnac.fr,mairie,True,Montagnac
mairie-38245-01,Mairie - Montagne,mairie.montagne@wanadoo.fr,"Adresse : 262 rue du Village,38160,Montagne | Tél : 04 76 36 40 15 | Fax : 04 76 36 40 15",,mairie,True,Montagne
mairie-33290-01,Mairie - Montagne,accueil.courrier@mairie-montagne.com,"Adresse : 29 Grand'rue - BP 6,33570,Montagne | Tél : 05 57 55 21 00 | Fax : 05 57 55 21 01",www.mairie-montagne33.fr,mairie,True,Montagne
mairie-01255-01,Mairie - Montagnieu,mairie.montagnieu@gmail.com,"Adresse : 6 place de la Mairie, 01470, Montagnieu | Tél : 04 74 36 72 82 | Fax : ",,mairie,True,Montagnieu
mairie-38246-01,Mairie - Montagnieu,mairie-montagnieu@wanadoo.fr,"Adresse : 20 route du Village,38110,Montagnieu | Tél : 04 74 97 08 04 | Fax : ",http://www.montagnieu-isere.fr,mairie,True,Montagnieu
mairie-42145-01,Mairie - Montagny,montagny.mairie@wanadoo.fr,"Adresse : Place Paul-Rivière,42840,Montagny | Tél : 04 77 66 10 64 | Fax : 04 77 66 11 35",http://www.montagny.fr,mairie,True,Montagny
mairie-73161-01,Mairie - Montagny,mairie-de-montagny@wanadoo.fr,"Adresse : Chef-lieu,73350,Montagny | Tél : 04 79 24 50 21 | Fax : 04 79 24 53 24",http://www.montagny-tarentaise.com,mairie,True,Montagny
mairie-69136-01,Mairie - Montagny,mairie.montagny@montagny69.fr,"Adresse : 1 place de Sourzy,69700,Montagny | Tél : 04 78 73 73 73 | Fax : 04 78 07 16 42",http://www.montagny69.fr,mairie,True,Montagny
mairie-02498-01,Mairie - Montaigu,mairie.montaigu02@wanadoo.fr,"Adresse : 4 rue du Prieuré, 2820, Montaigu | Tél : 03 23 22 63 20 | Fax : 03 23 22 98 37",http://www.montaigu02.fr,mairie,True,Montaigu
mairie-39348-01,Mairie - Montaigu,mairie.de.montaigu-39@wanadoo.fr,"Adresse : 14 place de Verdun,39570,Montaigu | Tél : 03 84 24 43 11 | Fax : 03 84 24 74 63",https://www.montaigu-jura.fr/,mairie,True,Montaigu
mairie-63234-01,Mairie - Montaigut-le-Blanc,mairie.montaigutleblanc@gmail.com,"Adresse : 1 place Amouroux,63320,Montaigut-le-Blanc | Tél : 04 73 96 70 05 | Fax : ",http://montaigut-le-blanc.fr,mairie,True,Montaigut-le-Blanc
mairie-23132-01,Mairie - Montaigut-le-Blanc,mairie.montaigut.leblanc@orange.fr,"Adresse : 21 rue des Écoles, 23320, Montaigut-le-Blanc | Tél : 05 55 81 30 98 | Fax : 05 55 81 33 80",,mairie,True,Montaigut-le-Blanc
mairie-82120-01,Mairie - Montastruc,com.montastruc@wanadoo.fr,"Adresse : 2 route de Labade,82130,Montastruc | Tél : 05 63 65 90 13 | Fax : 05 63 65 90 13",http://www.montastruc82.fr,mairie,True,Montastruc
mairie-65318-01,Mairie - Montastruc,mairie.montastruc@orange.fr,"Adresse : 1 place de la Bigorre,65330,Montastruc | Tél : 05 62 43 01 73 | Fax : ",,mairie,True,Montastruc
mairie-47182-01,Mairie - Montastruc,communemontastruc47@wanadoo.fr,"Adresse : Le Bourg,47380,Montastruc | Tél : 05 53 41 83 45 | Fax : 05 53 41 83 45",,mairie,True,Montastruc
mairie-38248-01,Mairie - Montaud,mairie@montaud.fr,"Adresse : Le Village,38210,Montaud | Tél : 04 76 93 65 79 | Fax : ",http://www.montaud.fr,mairie,True,Montaud
mairie-34164-01,Mairie - Montaud,accueil@montaud34.fr,"Adresse : Place de l'Église,34160,Montaud | Tél : 04 67 86 91 53 | Fax : ",http://www.montaud34.fr,mairie,True,Montaud
mairie-66112-01,Mairie - Montauriol,montauriol.mairie@orange.fr,"Adresse : Le Village,66300,Montauriol | Tél : 04 68 38 86 00 | Fax : 04 68 38 78 51",http://mairie-montauriol.com,mairie,True,Montauriol
mairie-81172-01,Mairie - Montauriol,mairiemontauriol@orange.fr,"Adresse : La Mothe,801190,Montauriol | Tél : 05 63 76 38 14 | Fax : 05 63 76 38 14",,mairie,True,Montauriol
mairie-11239-01,Mairie - Montauriol,mairie.montauriol@wanadoo.fr,"Adresse : 3 rue de la Mairie, 011410, Montauriol | Tél : 04 68 60 37 17 | Fax : ",,mairie,True,Montauriol
mairie-47183-01,Mairie - Montauriol,commune-de-montauriol@orange.fr,"Adresse : Le Bourg,47330,Montauriol | Tél : 05 53 36 84 50 | Fax : ",,mairie,True,Montauriol
mairie-64400-01,Mairie - Montaut,mairie.montaut@orange.fr,"Adresse : Place de l'Église,64800,Montaut | Tél : 05 59 71 93 57 | Fax : 05 59 71 97 55",http://www.montaut64.fr,mairie,True,Montaut
mairie-47184-01,Mairie - Montaut,mairie.montaut@lgtel.fr,"Adresse : Montaut-le-Vieux - Le Bourg,47210,Montaut | Tél : 05 53 36 03 66 | Fax : ",,mairie,True,Montaut
mairie-09199-01,Mairie - Montaut,mairie.montaut09@orange.fr,"Adresse : Place de la Mairie, 9700, Montaut | Tél : 05 61 68 33 90 | Fax : ",,mairie,True,Montaut
mairie-40191-01,Mairie - Montaut,montaut.mairie@wanadoo.fr,"Adresse : 155 rue Henri-II,40500,Montaut | Tél : 05 58 76 05 13 | Fax : 05 58 76 07 43",http://www.montaut.org,mairie,True,Montaut
mairie-24287-01,Mairie - Montaut,mairie.montaut24@orange.fr,"Adresse : Le Bourg, 24560, Montaut | Tél : 05 53 58 76 82 | Fax : 05 53 58 76 82",http://www.pays-de-bergerac.com,mairie,True,Montaut
mairie-31361-01,Mairie - Montaut,mairie-montaut31@wanadoo.fr,"Adresse : 672 route de Saint-Barthélemy,301410,Montaut | Tél : 05 61 87 41 68 | Fax : ",,mairie,True,Montaut
mairie-32278-01,Mairie - Montaut,mairie.montaut-astarac@wanadoo.fr,"Adresse : Le Village,32300,Montaut | Tél : 05 62 67 07 84 | Fax : 05 62 67 07 84",,mairie,True,Montaut
mairie-48100-01,Mairie - Montbel,mairie-montbel@orange.fr,"Adresse : Le Village,48170,Montbel | Tél : 04 66 47 96 15 | Fax : 04 66 47 96 15",,mairie,True,Montbel
mairie-09200-01,Mairie - Montbel,mairie.montbel@wanadoo.fr,"Adresse : Place Saint-Vincent, 9600, Montbel | Tél : 04 68 69 20 31 | Fax : ",,mairie,True,Montbel
mairie-46199-01,Mairie - Montcabrier,montcabrier46.mairie@wanadoo.fr,"Adresse : Le Bourg,46700,Montcabrier | Tél : 05 65 36 57 83 | Fax : ",http://www.montcabrier.fr,mairie,True,Montcabrier
mairie-81173-01,Mairie - Montcabrier,montcabrier.mairie@orange.fr,"Adresse : Au Teroun,801500,Montcabrier | Tél : 05 63 58 71 15 | Fax : ",http://www.montcabrier-tarn.fr,mairie,True,Montcabrier
mairie-63235-01,Mairie - Montcel,mairiemontcel@gmail.com,"Adresse : 3 rue du Fuchet-des-Rameaux,63460,Montcel | Tél : 04 73 33 03 65 | Fax : ",http://www.ville-montcel.com,mairie,True,Montcel
mairie-73164-01,Mairie - Montcel,commune.lemontcel@wanadoo.fr,"Adresse : 10 place du Monument,73100,Montcel | Tél : 04 79 63 50 83 | Fax : ",http://www.montcel-savoie.fr,mairie,True,Montcel
mairie-04126-01,Mairie - Montclar,mairie@montclar.com,"Adresse : Bâtiment communal, 4140, Montclar | Tél : 04 92 30 92 00 | Fax : 04 92 30 92 09",http://www.mairie-montclar.com,mairie,True,Montclar
mairie-11242-01,Mairie - Montclar,mairie.montclar11@orange.fr,"Adresse : 4 rue de la Mairie, 011250, Montclar | Tél : 04 68 26 86 09 | Fax : ",,mairie,True,Montclar
mairie-12149-01,Mairie - Montclar,mairie.montclar@wanadoo.fr,"Adresse : Le Bourg, 012550, Montclar | Tél : 05 65 99 75 06 | Fax : 05 65 99 71 92",http://www.montclar.jimdo.com,mairie,True,Montclar
mairie-05081-01,Mairie - Montclus,mairie.montclus05@free.fr,"Adresse : Le Village, 5700, Montclus | Tél : 04 92 67 05 51 | Fax : 09 56 83 66 54",,mairie,True,Montclus
mairie-30175-01,Mairie - Montclus,mairie.montclus@wanadoo.fr,"Adresse : 4 rue Neuve,30630,Montclus | Tél : 04 66 82 25 73 | Fax : 04 66 82 20 13",http://www.village-montclus.fr,mairie,True,Montclus
mairie-02502-01,Mairie - Montcornet,mairiemontcornet@wanadoo.fr,"Adresse : Place de l'Hôtel-de-Ville, 2340, Montcornet | Tél : 03 23 21 73 20 | Fax : 03 23 21 73 21",,mairie,True,Montcornet
mairie-08297-01,Mairie - Montcornet,mairie.montcornet@orange.fr,"Adresse : 2 rue des Vieux-Prés, 8090, Montcornet | Tél : 03 24 54 81 10 | Fax : ",http://www.montcornet08.com,mairie,True,Montcornet
mairie-57478-01,Mairie - Montdidier,mairie.montdidier@orange.fr,"Adresse : 3 rue Principale,57670,Montdidier | Tél : 03 87 01 29 54 | Fax : 03 87 01 29 54",,mairie,True,Montdidier
mairie-80561-01,Mairie - Montdidier,mairie@ville-montdidier.fr,"Adresse : Place du Général-de-Gaulle,80500,Montdidier | Tél : 03 22 78 75 75 | Fax : 03 22 78 89 87",http://www.ville-montdidier.fr,mairie,True,Montdidier
mairie-82126-01,Mairie - Monteils,accueil@mairie-monteils.fr,"Adresse : 1 place du Pigeonnier,82300,Monteils | Tél : 05 63 93 13 39 | Fax : 05 63 93 17 88",http://www.mairie-monteils.fr,mairie,True,Monteils
mairie-12150-01,Mairie - Monteils,monteils@wanadoo.fr,"Adresse : Place de l'Église, 012200, Monteils | Tél : 05 65 29 63 48 | Fax : 05 65 29 60 20",http://www.monteils.fr,mairie,True,Monteils
mairie-30177-01,Mairie - Monteils,mairie.monteils@orange.fr,"Adresse : 384 traversée du Village,30360,Monteils | Tél : 04 66 83 50 04 | Fax : 04 66 83 59 40",http://www.mairie-monteils30.fr,mairie,True,Monteils
