#id,name,request_email,notes,home_page,tag_string
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie
mairie-28369-01,Mairie - Saulnières 28369-01,mairie.saulnieres28@wanadoo.fr,"Adresse : Place de la Résistance, 28500, Saulnières | Tél : 09 67 07 68 23 | Fax : 02 37 43 68 23",http://www.saulnieres28.fr,mairie
mairie-35321-01,Mairie - Saulnières 35321-01,mairie@saulnieres35.fr,"Adresse : 29 rue Saint-Martin,35320,Saulnières | Tél : 02 99 44 60 03 | Fax : 09 70 60 11 85",http://www.saulnieres35.fr,mairie
mairie-67436-01,Mairie - Saulxures 67436-01,accueil@mairiedesaulxures.fr,"Adresse : 32 rue Principale,67420,Saulxures | Tél : 03 88 97 60 21 | Fax : 03 88 97 68 85",,mairie
mairie-52465-01,Mairie - Saulxures 52465-01,mairie-saulxures52@orange.fr,"Adresse : 2, Mairie,52140,Saulxures | Tél : 03 25 88 11 75 | Fax : ",,mairie
mairie-04201-01,Mairie - Saumane 04201-01,mairie-de-saumane@wanadoo.fr,"Adresse : Place de la République, 4150, Saumane | Tél : 04 92 73 38 22 | Fax : ",,mairie
mairie-30310-01,Mairie - Saumane 30310-01,mairie.saumane@orange.fr,"Adresse : Le Village,30125,Saumane | Tél : 04 66 83 91 42 | Fax : 04 66 34 03 37",http://www.saumane-en-cevennes.fr,mairie
mairie-28371-01,Mairie - Saussay 28371-01,communedesaussay@orange.fr,"Adresse : 28 rue du Centre, 28260, Saussay | Tél : 02 37 41 91 82 | Fax : 02 37 41 61 14",http://www.saussay.fr,mairie
mairie-76668-01,Mairie - Saussay 76668-01,mairie.saussay@wanadoo.fr,"Adresse : 21 sente du Vert-Bocage,76760,Saussay | Tél : 02 35 96 83 77 | Fax : ",,mairie
mairie-21588-01,Mairie - Saussey 21588-01,commune-de-saussey21@wanadoo.fr,"Adresse : Le Bourg, 21360, Saussey | Tél : 03 80 20 02 50 | Fax : 03 80 20 02 50",,mairie
mairie-50568-01,Mairie - Saussey 50568-01,mairie.saussey@wanadoo.fr,"Adresse : Le Bourg,50200,Saussey | Tél : 02 33 19 09 99 | Fax : ",http://www.saussey.fr,mairie
mairie-82177-01,Mairie - Sauveterre 82177-01,mairie-sauveterre@info82.com,"Adresse : Le Bourg,82110,Sauveterre | Tél : 05 63 95 83 38 | Fax : ",,mairie
mairie-65412-01,Mairie - Sauveterre 65412-01,mairie-sauveterre@orange.fr,"Adresse : Place de la Mairie,65700,Sauveterre | Tél : 05 62 96 34 75 | Fax : 05 62 96 34 75",,mairie
mairie-81278-01,Mairie - Sauveterre 81278-01,sauveterre81@orange.fr,"Adresse : 360 le Bourg, 81240,Sauveterre | Tél : 05 63 98 40 34 | Fax : ",,mairie
mairie-32418-01,Mairie - Sauveterre 32418-01,sauveterregers@orange.fr,"Adresse : 24 place Élie-Rançon,32220,Sauveterre | Tél : 05 62 62 43 22 | Fax : 05 62 62 43 22",,mairie
mairie-30312-01,Mairie - Sauveterre 30312-01,mairiesauveterre@wanadoo.fr,"Adresse : Château-de-Montsauve - BP 6,30150,Sauveterre | Tél : 04 66 82 55 03 | Fax : 04 66 82 89 57",http://www.mairiesauveterre.fr,mairie
mairie-33507-01,Mairie - Sauviac 33507-01,mairie-de-sauviac@wanadoo.fr,"Adresse : 8 le Bourg,33430,Sauviac | Tél : 05 56 25 09 19 | Fax : ",,mairie
mairie-32419-01,Mairie - Sauviac 32419-01,mairie.sauviac@wanadoo.fr,"Adresse : Mairie,32300,Sauviac | Tél : 05 62 67 08 81 | Fax : ",,mairie
mairie-88448-01,Mairie - Sauville 88448-01,mairiedesauville@orange.fr,"Adresse : 1 la Place,88140,Sauville | Tél : 03 29 07 32 89 | Fax : 03 29 07 32 89",,mairie
mairie-08405-01,Mairie - Sauville 08405-01,mairie.sauville@wanadoo.fr,"Adresse : 1,  place de la Mairie, 8390, Sauville | Tél : 03 24 30 11 43 | Fax : ",,mairie
mairie-26338-01,Mairie - Sauzet 26338-01,commune.sauzet@wanadoo.fr,"Adresse : 60 route de Crest, 26740, Sauzet | Tél : 04 75 46 72 22 | Fax : 04 75 46 14 55",http://www.sauzet-drome.fr,mairie
mairie-46301-01,Mairie - Sauzet 46301-01,mairie.sauzet@wanadoo.fr,"Adresse : 1 place de la Mairie,46140,Sauzet | Tél : 05 65 24 22 22 | Fax : ",http://www.sauzet46.fr,mairie
mairie-30313-01,Mairie - Sauzet 30313-01,communedesauzet@wanadoo.fr,"Adresse : 24 rue du Valadas,30190,Sauzet | Tél : 04 66 81 62 69 | Fax : 04 66 63 82 39",http://www.sauzet-gard.fr,mairie
mairie-63416-01,Mairie - Savennes 63416-01,mairie-savennes-63@wanadoo.fr,"Adresse : Le Bourg,63750,Savennes | Tél : 04 73 21 42 81 | Fax : ",,mairie
mairie-23170-01,Mairie - Savennes 23170-01,mairie.savennes@orange.fr,"Adresse : 14 rue des Écoles, 23000, Savennes | Tél : 05 55 81 10 93 | Fax : ",,mairie
mairie-33508-01,Mairie - Savignac 33508-01,savignac3@wanadoo.fr,"Adresse : 34 le Bourg,33124,Savignac | Tél : 05 56 65 40 86 | Fax : 05 56 65 42 09",http://www.savignac33124.fr,mairie
mairie-42299-01,Mairie - Savigneux 42299-01,mairie@savigneux.fr,"Adresse : Place du 8-Mai,42600,Savigneux | Tél : 04 77 96 79 79 | Fax : 04 77 58 80 63",http://www.savigneux.fr,mairie
mairie-01398-01,Mairie - Savigneux 01398-01,accueil@mairiesavigneux.fr,"Adresse : Rue de l'Église, 01480, Savigneux | Tél : 04 74 00 70 84 | Fax : 04 74 00 76 58",http://www.savigneux.net,mairie
mairie-50569-01,Mairie - Savigny 50569-01,mairie.desavigny@wanadoo.fr,"Adresse : 5 rue Étienne-Noël,50210,Savigny | Tél : 02 33 45 11 83 | Fax : 02 33 45 10 48",,mairie
mairie-74260-01,Mairie - Savigny 74260-01,mairie@savigny74.fr,"Adresse : 40 route du Chef-lieu,74520,Savigny | Tél : 04 50 60 42 49 | Fax : 04 50 60 45 28",http://www.savigny74.fr,mairie
mairie-52467-01,Mairie - Savigny 52467-01,mairie-de-savigny@wanadoo.fr,"Adresse : 1 rue Antoine-Aubert,52500,Savigny | Tél : 03 25 88 06 50 | Fax : ",,mairie
mairie-88449-01,Mairie - Savigny 88449-01,communedesavigny@orange.fr,"Adresse : 5 rue Jorxey,88130,Savigny | Tél : 03 29 38 88 38 | Fax : 03 29 38 88 38",,mairie
mairie-69175-01,Mairie - Savigny 69175-01,savigny69-mairie@orange.fr,"Adresse : Place du 8-Mai,69210,Savigny | Tél : 04 74 72 09 09 | Fax : 04 74 72 09 00",http://www.mairie-savigny69.fr,mairie
mairie-21593-01,Mairie - Savilly 21593-01,mairiedesavilly@orange.fr,"Adresse : Rue Fontainerot, 21430, Savilly | Tél : 03 80 84 00 55 | Fax : 03 80 84 00 55",,mairie
mairie-92071-01,Mairie - Sceaux 92071-01,archives@sceaux.fr,"Adresse : 122 rue Houdan,92330,Sceaux | Tél : 01 41 13 33 00 | Fax : 01 41 13 33 99",http://www.sceaux.fr,mairie
mairie-89381-01,Mairie - Sceaux 89381-01,mairie.sceaux-yonne@wanadoo.fr,"Adresse : Maison Dieu - 34 rue Henri-Sannejouand,89420,Sceaux | Tél : 03 86 32 18 02 | Fax : ",,mairie
mairie-24529-01,Mairie - Segonzac 24529-01,mairiesegonzac@orange.fr,"Adresse : Le Bourg, 24600, Segonzac | Tél : 05 53 90 30 92 | Fax : 05 53 90 22 71",,mairie
mairie-19253-01,Mairie - Segonzac 19253-01,segonzac19.mairie@orange.fr,"Adresse : Le Bourg, 19310, Segonzac | Tél : 05 55 25 11 16 | Fax : 05 55 25 84 81",http://www.segonzac19.fr,mairie
mairie-16366-01,Mairie - Segonzac 16366-01,mairie@segonzac.fr,"Adresse : 2 place Pierre-Frapin - BP 30010, 16130, Segonzac | Tél : 05 45 83 40 41 | Fax : 05 45 83 37 96",http://www.segonzac.fr,mairie
mairie-62786-01,Mairie - Selles 62786-01,mairiedeselles62@orange.fr,"Adresse : 8 route de Lottinghen,62240,Selles | Tél : 03 21 32 35 39 | Fax : 03 21 83 38 77",,mairie
mairie-70485-01,Mairie - Selles 70485-01,communedeselles70@wanadoo.fr,"Adresse : 17 rue de la Verrerie,70210,Selles | Tél : 03 84 92 42 59 | Fax : ",,mairie
mairie-51529-01,Mairie - Selles 51529-01,communedeselles@orange.fr,"Adresse : 11 Grande rue, 51490,Selles | Tél : 03 26 48 76 14 | Fax : ",,mairie
mairie-27620-01,Mairie - Selles 27620-01,mairiedeselles@wanadoo.fr,"Adresse : 1 place de la Mairie, 27500, Selles | Tél : 02 32 42 90 27 | Fax : 09 70 06 39 75",,mairie
mairie-60611-01,Mairie - Senantes 60611-01,senantes.mairie@wanadoo.fr,"Adresse : 4 place de l'Église,60650,Senantes | Tél : 03 44 82 55 14 | Fax : 03 44 82 31 87",,mairie
mairie-28372-01,Mairie - Senantes 28372-01,mairie.senantes@wanadoo.fr,"Adresse : 1 rue du Plat-d'Étain, 28210, Senantes | Tél : 02 37 82 76 54 | Fax : 09 70 32 20 08",http://www.senantes.fr,mairie
mairie-64518-01,Mairie - Sendets 64518-01,mairie.sendets@wanadoo.fr,"Adresse : Rue du Centre,64320,Sendets | Tél : 05 59 81 78 98 | Fax : 05 59 77 35 49",http://www.sendets-64.fr,mairie
mairie-33511-01,Mairie - Sendets 33511-01,mairie.sendets33@wanadoo.fr,"Adresse : 12 le Bourg,33690,Sendets | Tél : 05 56 25 59 82 | Fax : 05 56 25 61 71",http://www.sendets.fr,mairie
mairie-60612-01,Mairie - Senlis 60612-01,adgcada@ville-senlis.fr,"Adresse : 3 place Henri-IV,60300,Senlis | Tél : 03 44 53 00 80 | Fax : ",http://www.ville-senlis.fr,mairie
mairie-62790-01,Mairie - Senlis 62790-01,mairiesenlis@wanadoo.fr,"Adresse : 28 rue de Fruges,62310,Senlis | Tél : 03 21 04 46 68 | Fax : 03 21 47 22 51",http://www.senlis.site.voila.fr,mairie
mairie-95592-01,Mairie - Seraincourt 95592-01,mairie.seraincourt95@wanadoo.fr,"Adresse : 12 rue des Vallées,95450,Seraincourt | Tél : 01 34 75 40 39 | Fax : 01 34 75 76 95",http://www.seraincourt95.fr,mairie
mairie-08413-01,Mairie - Seraincourt 08413-01,mairie.seraincourt@wanadoo.fr,"Adresse : Place d'Écosse, 8220, Seraincourt | Tél : 03 24 72 36 41 | Fax : ",,mairie
mairie-02712-01,Mairie - Sergy 02712-01,mairie.sergy02@orange.fr,"Adresse : Mairie, 2130, Sergy | Tél : 03 23 69 18 99 | Fax : ",,mairie
mairie-01401-01,Mairie - Sergy 01401-01,mairie@sergy.fr,"Adresse : 18 place de la Mairie, 01630, Sergy | Tél : 04 50 42 11 98 | Fax : 04 50 42 14 57",http://www.sergy.fr,mairie
mairie-49334-01,Mairie - Sermaise 49334-01,sermaise.mairie@wanadoo.fr,"Adresse : 15 rue de la Mairie,49140,Sermaise | Tél : 02 41 54 71 08 | Fax : ",http://www.sermaise.mairie49.fr,mairie
mairie-91593-01,Mairie - Sermaise 91593-01,contact@mairie-sermaise.com,"Adresse : 280 avenue Paul-Blot, 91530,Sermaise | Tél : 01 64 59 82 27 | Fax : 01 60 81 07 08",http://www.mairie-sermaise.com,mairie
mairie-52470-01,Mairie - Serqueux 52470-01,mairieserqueux@wanadoo.fr,"Adresse : 1 place de l'Église,52400,Serqueux | Tél : 03 25 90 05 45 | Fax : ",,mairie
mairie-76672-01,Mairie - Serqueux 76672-01,mairie.serqueux@ovh.fr,"Adresse : 01058 route de Neufchâtel,76440,Serqueux | Tél : 02 35 90 52 46 | Fax : 02 35 90 87 17",http://www.serqueux76.fr,mairie
mairie-11377-01,Mairie - Serres 11377-01,mairie.serres@gmail.com,"Adresse : Place de la Mairie, 11190, Serres | Tél : 04 68 69 82 80 | Fax : ",,mairie
mairie-05166-01,Mairie - Serres 05166-01,mairie.serres05@wanadoo.fr,"Adresse : 1 rue du Portail - BP 2, 5700, Serres | Tél : 04 92 67 03 50 | Fax : 04 92 67 08 63",http://www.mairie-serres05.fr,mairie
mairie-54502-01,Mairie - Serres 54502-01,mairie.serres@wanadoo.fr,"Adresse : 6 Grand'rue,54370,Serres | Tél : 03 83 72 00 61 | Fax : ",http://www.serres.mairie.com,mairie
mairie-71518-01,Mairie - Serrières 71518-01,mairie-serrieres2@wanadoo.fr,"Adresse : Le Bourg, 71960,Serrières | Tél : 03 85 35 71 64 | Fax : ",,mairie
mairie-07313-01,Mairie - Serrières 07313-01,mairieserrieres@orange.fr,"Adresse : 15 avenue Jean-Vernet - BP 18, 7340, Serrières | Tél : 04 75 34 00 46 | Fax : 04 75 34 15 78",http://www.serrieres.fr,mairie
mairie-16368-01,Mairie - Sers 16368-01,mairie.sers16@wanadoo.fr,"Adresse : Le Bourg, 16410, Sers | Tél : 05 45 24 91 10 | Fax : 05 45 24 03 32",,mairie
mairie-65424-01,Mairie - Sers 65424-01,mairie.sers@wanadoo.fr,"Adresse : Le Village,65120,Sers | Tél : 05 62 92 84 87 | Fax : 05 62 92 84 87",,mairie
mairie-30318-01,Mairie - Servas 30318-01,mairie.servas@laposte.net,"Adresse : Le Village,30340,Servas | Tél : 04 66 83 77 77 | Fax : 04 66 83 77 77",,mairie
mairie-01405-01,Mairie - Servas 01405-01,mairie.servas@wanadoo.fr,"Adresse : 1 route de Bourg, 01960, Servas | Tél : 04 74 52 76 09 | Fax : 04 74 52 81 80",http://www.servas.fr,mairie
mairie-50574-01,Mairie - Servon 50574-01,servon.mairie@wanadoo.fr,"Adresse : 4 place Saint-Martin,50170,Servon | Tél : 02 33 60 25 44 | Fax : 02 33 60 36 58",,mairie
mairie-77450-01,Mairie - Servon 77450-01,mairie.servon@wanadoo.fr,"Adresse : 15 rue de la Poste,77170,Servon | Tél : 01 64 05 10 23 | Fax : 01 64 05 50 10",http://www.servon.fr,mairie
mairie-89394-01,Mairie - Sery 89394-01,mairiedesery@wanadoo.fr,"Adresse : 18 rue de Prégilbert,89270,Sery | Tél : 03 86 81 44 10 | Fax : ",,mairie
mairie-08415-01,Mairie - Sery 08415-01,mairie.sery@wanadoo.fr,"Adresse : 15 rue du Bourg-Pielery, 8270, Sery | Tél : 03 24 38 78 75 | Fax : 03 24 38 78 75",,mairie
mairie-01407-01,Mairie - Seyssel 01407-01,mairie-de-seyssel2@wanadoo.fr,"Adresse : 1 quai du Rhône, 01420, Seyssel | Tél : 04 50 56 21 55 | Fax : 04 50 59 26 08",,mairie
mairie-74269-01,Mairie - Seyssel 74269-01,administration@seyssel74.fr,"Adresse : 24 place de l'Orme - BP 1,74910,Seyssel | Tél : 04 50 59 27 67 | Fax : 04 50 59 00 59",,mairie
mairie-04207-01,Mairie - Sigoyer 04207-01,mairiesigoyer04@orange.fr,"Adresse : Le Village, 4200, Sigoyer | Tél : 04 92 62 15 33 | Fax : 04 92 62 15 33",http://www.mairie-sigoyer04.fr,mairie
mairie-05168-01,Mairie - Sigoyer 05168-01,mairie.sigoyer@wanadoo.fr,"Adresse : Le Village, 5130, Sigoyer | Tél : 04 92 57 83 31 | Fax : 04 92 57 96 09",,mairie
mairie-15228-01,Mairie - Siran 15228-01,mairie-siran@orange.fr,"Adresse : Le Bourg, 15150, Siran | Tél : 04 71 46 01 64 | Fax : 04 71 46 08 43",,mairie
mairie-34302-01,Mairie - Siran 34302-01,mairie.siran@wanadoo.fr,"Adresse : 1 place de la Mairie,34210,Siran | Tél : 04 68 91 42 08 | Fax : 04 68 91 42 22",http://www.siran-minervois.fr,mairie
mairie-59571-01,Mairie - Solesmes 59571-01,mairiesolesmes@solesmes.fr,"Adresse : Place Jean-Jaurès - BP 19,59730,Solesmes | Tél : 03 27 72 17 70 | Fax : ",http://www.solesmes.fr,mairie
mairie-72336-01,Mairie - Solesmes 72336-01,mairie.solesmes@wanadoo.fr,"Adresse : Place Madame-Cécile-Bruyère,72300,Solesmes | Tél : 02 43 95 45 11 | Fax : ",http://www.solesmes72.fr,mairie
mairie-12272-01,Mairie - Sonnac 12272-01,mairiesonnac@wanadoo.fr,"Adresse : Le Bourg, 12700, Sonnac | Tél : 05 65 64 73 22 | Fax : 05 82 92 50 10",http://www.sonnac.fr,mairie
mairie-17428-01,Mairie - Sonnac 17428-01,sonnac.mairie17@wanadoo.fr,"Adresse : 4 rue des Vallons, 17160, Sonnac | Tél : 05 46 26 60 00 | Fax : ",,mairie
mairie-40305-01,Mairie - Sorbets 40305-01,commune-de-sorbets@orange.fr,"Adresse : 77 route de Mauries,40320,Sorbets | Tél : 05 58 44 50 96 | Fax : 05 58 44 50 41",,mairie
mairie-32437-01,Mairie - Sorbets 32437-01,mairie-sorbets@wanadoo.fr,"Adresse : Le Village,32110,Sorbets | Tél : 05 62 09 13 13 | Fax : 05 62 69 08 41",,mairie
mairie-57656-01,Mairie - Sorbey 57656-01,mairie.sorbey57@wanadoo.fr,"Adresse : 2 rue de l'École,57580,Sorbey | Tél : 03 87 64 49 18 | Fax : ",http://www.sorbey57.fr,mairie
mairie-55495-01,Mairie - Sorbey 55495-01,ns.mairiesorbey@yahoo.fr,"Adresse : 1 place de la Mairie,55230,Sorbey | Tél : 03 29 88 07 43 | Fax : ",,mairie
mairie-05169-01,Mairie - Sorbiers 05169-01,mairiesorbiers@gmail.com,"Adresse : Le Village, 5150, Sorbiers | Tél : 04 92 66 21 87 | Fax : ",,mairie
mairie-42302-01,Mairie - Sorbiers 42302-01,contact@mairie-sorbiers.fr,"Adresse : 13 rue de la Flache - BP 18,42290,Sorbiers | Tél : 04 77 01 11 30 | Fax : 04 77 53 07 27",http://www.mairie-sorbiers.fr,mairie
mairie-71528-01,Mairie - Sornay 71528-01,mairie-de-sornay@orange.fr,"Adresse : 1 place de la Mairie, 71500,Sornay | Tél : 03 85 75 11 40 | Fax : 03 85 75 41 35",http://www.sornay71.fr,mairie
mairie-70494-01,Mairie - Sornay 70494-01,mairie.sornay70@orange.fr,"Adresse : 5 Grande rue,70150,Sornay | Tél : 03 84 32 25 36 | Fax : ",http://mairie-sornay.fr,mairie
mairie-89399-01,Mairie - Soucy 89399-01,mairie.soucy@wanadoo.fr,"Adresse : 14 rue de la Mairie,89100,Soucy | Tél : 03 86 86 64 43 | Fax : 03 86 86 50 66",http://www.mairie-soucy.fr,mairie
mairie-02729-01,Mairie - Soucy 02729-01,mairie.coeuvres@wanadoo.fr,"Adresse : Place de la Mairie, 2600, Soucy | Tél : 03 23 55 80 06 | Fax : 03 23 55 77 03",http://www.soucy.fr,mairie
mairie-44199-01,Mairie - Soudan 44199-01,mairie.soudan@wanadoo.fr,"Adresse : 3 place Jeanne-d'Arc,44110,Soudan | Tél : 02 40 28 62 16 | Fax : 02 40 28 51 27",http://www.soudan44.fr,mairie
mairie-79316-01,Mairie - Soudan 79316-01,soudan2@orange.fr,"Adresse : 12 route de l'Atlantique,79800,Soudan | Tél : 05 49 06 55 38 | Fax : ",http://www.soudan79.fr,mairie
mairie-65433-01,Mairie - Soues 65433-01,mairie@soues.fr,"Adresse : 26 rue André-Fourcade,65430,Soues | Tél : 05 62 33 07 29 | Fax : 05 62 33 07 30",http://www.soues.com,mairie
mairie-80738-01,Mairie - Soues 80738-01,mairie.soues@laposte.net,"Adresse : Place Émilienne-Derycke,80310,Soues | Tél : 06 11 42 02 91 | Fax : ",,mairie
mairie-41250-01,Mairie - Sougé 41250-01,mairie.souge@orange.fr,"Adresse : 2 impasse de l'Église, 41800,Sougé | Tél : 02 54 72 44 43 | Fax : ",http://www.souge.fr,mairie
mairie-36218-01,Mairie - Sougé 36218-01,mairie.souge.36@wanadoo.fr,"Adresse : 12 route de Chézelles,36500,Sougé | Tél : 02 54 35 84 40 | Fax : ",,mairie
mairie-16373-01,Mairie - Souvigné 16373-01,commune.souvigne@wanadoo.fr,"Adresse : 1 route d'Aigre, 16240, Souvigné | Tél : 05 45 31 61 68 | Fax : ",,mairie
mairie-37251-01,Mairie - Souvigné 37251-01,mairie.souvigne@wanadoo.fr,"Adresse : 1 rue de la Mairie,37330,Souvigné | Tél : 02 47 24 73 02 | Fax : ",http://www.mairie-souvigne.fr,mairie
mairie-79319-01,Mairie - Souvigné 79319-01,commune-souvigne@wanadoo.fr,"Adresse : 1 place de la Mairie,79800,Souvigné | Tél : 05 49 05 54 32 | Fax : ",http://www.souvigne.fr,mairie
mairie-10374-01,Mairie - Spoy 10374-01,mairie.spoy10@orange.fr,"Adresse : 2 place de la Mairie, 10200, Spoy | Tél : 03 25 27 46 18 | Fax : 03 25 27 46 18",,mairie
mairie-21614-01,Mairie - Spoy 21614-01,mairie.spoy@orange.fr,"Adresse : 7 rue Basse, 21120, Spoy | Tél : 03 80 75 33 07 | Fax : 09 70 61 04 43",http://www.covati.fr,mairie
mairie-50584-01,Mairie - Subligny 50584-01,mairie.subligny@nordnet.fr,"Adresse : 16 route du Bourg,50870,Subligny | Tél : 02 33 61 52 62 | Fax : 02 33 61 52 62",,mairie
mairie-89404-01,Mairie - Subligny 89404-01,subligny.mairie@wanadoo.fr,"Adresse : 7 place Pierre-Julien,89100,Subligny | Tél : 03 86 88 83 70 | Fax : 03 86 95 26 96",,mairie
mairie-18256-01,Mairie - Subligny 18256-01,mairie.subligny@wanadoo.fr,"Adresse : 6 rue Grangier, 18260, Subligny | Tél : 02 48 73 74 55 | Fax : 02 48 73 84 84",,mairie
mairie-14680-01,Mairie - Sully 14680-01,commune-de-sully@orange.fr,"Adresse : 6 route de Boissy - Le Bourg, 14400, Sully | Tél : 02 31 51 84 60 | Fax : ",,mairie
mairie-60624-01,Mairie - Sully 60624-01,mairie.sully@orange.fr,"Adresse : 12 rue de l'Église,60380,Sully | Tél : 03 44 82 47 84 | Fax : 03 44 82 47 84",,mairie
mairie-71530-01,Mairie - Sully 71530-01,mairie.sully-71@wanadoo.fr,"Adresse : 11 rue du Reuil-d'Ézé, 71360,Sully | Tél : 03 85 82 12 47 | Fax : ",http://www.sully.fr,mairie
mairie-86266-01,Mairie - Surin 86266-01,surin@cg86.fr,"Adresse : 8 rue de la Tour,86250,Surin | Tél : 05 49 87 10 52 | Fax : 05 49 87 10 52",http://www.surin86.fr,mairie
mairie-79320-01,Mairie - Surin 79320-01,surin.mairie@wanadoo.fr,"Adresse : 94 rue Patrice-Coirault,79220,Surin | Tél : 05 49 04 03 87 | Fax : 05 49 04 01 50",,mairie
mairie-27624-01,Mairie - Surville 27624-01,mairie.27-surville@wanadoo.fr,"Adresse : 64 rue Bernard-Petel, 27400, Surville | Tél : 02 32 50 50 27 | Fax : ",,mairie
mairie-14682-01,Mairie - Surville 14682-01,surville.com@wanadoo.fr,"Adresse : 259 rue de l'Abbé-de-Pellegars, 14130, Surville | Tél : 02 31 64 14 78 | Fax : 02 31 64 15 79",http://www.surville.com,mairie
mairie-80743-01,Mairie - Suzanne 80743-01,mairiedesuzanne@orange.fr,"Adresse : 3 rue du Calvaire,80340,Suzanne | Tél : 03 22 76 17 45 | Fax : 03 22 76 17 45",,mairie
mairie-08433-01,Mairie - Suzanne 08433-01,mairie.suzanne@wanadoo.fr,"Adresse : Place de Saint-Barthélemy, 8130, Suzanne | Tél : 03 24 30 64 45 | Fax : 03 24 30 64 45",,mairie
mairie-65414-01,Mairie - Ségalas 65414-01,sagalas.mairie@wanadoo.fr,"Adresse : 6 route de Liac,65140,Ségalas | Tél : 05 62 96 56 16 | Fax : 05 62 96 56 16",,mairie
mairie-47296-01,Mairie - Ségalas 47296-01,mairie-segalas47@wanadoo.fr,"Adresse : Le Bourg,47410,Ségalas | Tél : 05 53 94 11 07 | Fax : 05 53 94 39 58",,mairie
mairie-82180-01,Mairie - Sérignac 82180-01,mairie-serignac@info82.com,"Adresse : Le Bourg,82500,Sérignac | Tél : 05 63 02 35 51 | Fax : ",http://www.serignac82.fr,mairie
mairie-46305-01,Mairie - Sérignac 46305-01,communeserignac@orange.fr,"Adresse : Le Bourg,46700,Sérignac | Tél : 05 65 31 96 49 | Fax : ",http://www.serignac46.fr,mairie
mairie-47304-01,Mairie - Taillebourg 47304-01,taillebourg2@wanadoo.fr,"Adresse : Le Bourg,47200,Taillebourg | Tél : 05 53 83 41 42 | Fax : 05 53 83 41 42",,mairie
mairie-17436-01,Mairie - Taillebourg 17436-01,contact@taillebourg17.fr,"Adresse : 2 place du Marché, 17350, Taillebourg | Tél : 05 46 91 71 20 | Fax : 05 46 91 79 42",http://www.taillebourg17.fr,mairie
mairie-80744-01,Mairie - Tailly 80744-01,commune.tailly@orange.fr,"Adresse : Rue du Général-Leclerc,80270,Tailly | Tél : 03 22 20 31 74 | Fax : 03 22 20 31 74",,mairie
mairie-08437-01,Mairie - Tailly 08437-01,mairie.tailly@wanadoo.fr,"Adresse : 1 rue de l'Église, 8240, Tailly | Tél : 03 24 30 02 22 | Fax : 03 24 30 02 22",,mairie
mairie-21616-01,Mairie - Tailly 21616-01,mairie.de.tailly@wanadoo.fr,"Adresse : 6 rue de l'Église, 21190, Tailly | Tél : 03 80 21 47 37 | Fax : 03 80 21 47 37",http://tailly21.fr,mairie
mairie-71532-01,Mairie - Taizé 71532-01,mairie.taize71@gmail.com,"Adresse : Le Bourg, 71250,Taizé | Tél : 03 85 50 16 87 | Fax : 09 57 93 15 06",,mairie
mairie-89406-01,Mairie - Talcy 89406-01,mairie-talcy@wanadoo.fr,"Adresse : 22 Grande rue,89420,Talcy | Tél : 03 86 32 14 11 | Fax : ",,mairie
mairie-41253-01,Mairie - Talcy 41253-01,mairie.talcy41@wanadoo.fr,"Adresse : 4 place Cassandre-Salviati, 41370,Talcy | Tél : 02 54 81 20 45 | Fax : ",,mairie
mairie-58286-01,Mairie - Tannay 58286-01,mairie-tannay@wanadoo.fr,"Adresse : Place Charles-Chaigneau,58190,Tannay | Tél : 03 86 29 84 53 | Fax : 03 86 29 35 13",http://www.tannay58.com,mairie
mairie-08439-01,Mairie - Tannay 08439-01,mairie.tannay@wanadoo.fr,"Adresse : 7 rue de Montluçon, 8390, Tannay | Tél : 03 24 30 60 57 | Fax : 03 24 30 60 57",,mairie
mairie-46313-01,Mairie - Tauriac 46313-01,mairie.tauriac46130@orange.fr,"Adresse : Le Bourg,46130,Tauriac | Tél : 05 65 38 53 33 | Fax : 05 65 38 46 51",http://www.tauriac.fr,mairie
