#id,name,request_email,notes,home_page,tag_string
mairie-71516-01,Mairie - Serley,mairie.serley@wanadoo.fr,"Adresse : Le Bourg, 71310,Serley | Tél : 03 85 76 12 40 | Fax : 03 85 76 16 75",http://www.serley71.fr,mairie
mairie-76015-01,Mairie - Angiens,mairie-sg.angiens@wanadoo.fr,"Adresse : 2 rue de la Motte,76740,Angiens | Tél : 02 35 97 10 30 | Fax : 02 35 57 14 21",,mairie
mairie-76016-01,Mairie - Anglesqueville-la-Bras-Long,commune.anglesqueville.braslong@orange.fr,"Adresse : 13 route de l'Église,76740,Anglesqueville-la-Bras-Long | Tél : 02 35 97 26 17 | Fax : ",,mairie
mairie-76017-01,Mairie - Anglesqueville-l'Esneval,mairie-anglesquevillelesneval@wanadoo.fr,"Adresse : 6 place de l'Église,76280,Anglesqueville-l'Esneval | Tél : 02 35 20 73 32 | Fax : 02 35 13 67 44",http://anglesqueville-lesneval.fr,mairie
mairie-76018-01,Mairie - Val-de-Saâne,mairie@valdesaane.com,"Adresse : 9 passage Saint-Wandrille,76890,Val-de-Saâne | Tél : 02 35 32 30 35 | Fax : 02 35 34 45 04",http://www.valdesaane.com,mairie
mairie-76019-01,Mairie - Anneville-sur-Scie,mairie.sg.annevillesurscie@wanadoo.fr,"Adresse : 37 route de Dieppe,76590,Anneville-sur-Scie | Tél : 02 35 83 32 73 | Fax : ",,mairie
mairie-76020-01,Mairie - Anneville-Ambourville,anneville.ambourville@orange.fr,"Adresse : 300 rue Monseigneur-Lemonnier,76480,Anneville-Ambourville | Tél : 02 35 37 57 44 | Fax : ",http://www.anneville-ambourville.fr,mairie
mairie-76021-01,Mairie - Annouville-Vilmesnil,mairie.annouville-vilmesnil@wanadoo.fr,"Adresse : 6 rue de la Mairie,76110,Annouville-Vilmesnil | Tél : 02 35 27 73 10 | Fax : 02 35 27 35 68",http://www.mairie-annouville-vilmesnil.fr,mairie
mairie-76022-01,Mairie - Anquetierville,mairie-anquetierville2@wanadoo.fr,"Adresse : 243 route de l'Église,76490,Anquetierville | Tél : 02 35 96 97 31 | Fax : ",,mairie
mairie-76023-01,Mairie - Anvéville,mairie.anveville@wanadoo.fr,"Adresse : 315 Grande rue,76560,Anvéville | Tél : 02 35 96 66 86 | Fax : ",,mairie
mairie-76024-01,Mairie - Ardouval,mairie.ardouval@mcom.fr,"Adresse : 7 rue des Bouleaux,76680,Ardouval | Tél : 02 35 93 15 08 | Fax : 02 35 93 81 20",,mairie
mairie-76025-01,Mairie - Argueil,mairie.argueil@orange.fr,"Adresse : Place du Marché-aux-Étoupes,76780,Argueil | Tél : 02 35 90 70 28 | Fax : ",,mairie
mairie-76026-01,Mairie - Arques-la-Bataille,mairie@ville-arques-la-bataille.fr,"Adresse : Place Pierre-Desceliers,76880,Arques-la-Bataille | Tél : 02 35 85 50 26 | Fax : 02 35 85 17 95",http://www.ville-arques-la-bataille.fr,mairie
mairie-76028-01,Mairie - Aubéguimont,mairie-aubeguimont@wanadoo.fr,"Adresse : 27 rue Centrale,76390,Aubéguimont | Tél : 02 32 97 12 08 | Fax : 02 35 94 04 39",,mairie
mairie-76029-01,Mairie - Aubermesnil-aux-Érables,mairie.aubermesnilauxerables@wanadoo.fr,"Adresse : 8 rue de l'Église,76340,Aubermesnil-aux-Érables | Tél : 02 35 94 85 50 | Fax : 02 35 94 85 50",,mairie
mairie-76030-01,Mairie - Aubermesnil-Beaumais,mairie-aubermesnil.beaumais@wanadoo.fr,"Adresse : 32 rue Henri-IV,76550,Aubermesnil-Beaumais | Tél : 02 35 04 40 39 | Fax : ",,mairie
mairie-76032-01,Mairie - Auberville-la-Manuel,mairie.aubervillelamanuel@orange.fr,"Adresse : 10 rue Roquigny,76450,Auberville-la-Manuel | Tél : 02 35 97 11 12 | Fax : ",,mairie
mairie-76033-01,Mairie - Auberville-la-Renault,mairieaubervillelarenault@orange.fr,"Adresse : 169 rue de la Mairie,76110,Auberville-la-Renault | Tél : 02 35 27 71 34 | Fax : 09 70 61 24 55",http://www.aubervillelarenault.fr,mairie
mairie-76034-01,Mairie - Auffay,accueil.mairie-auffay@orange.fr,"Adresse : Rue Roger-Fossé,76720,Auffay | Tél : 02 35 32 81 53 | Fax : 02 35 32 68 70",http://www.auffay.fr,mairie
mairie-76035-01,Mairie - Aumale,communeaumale@wanadoo.fr,"Adresse : 6 rue de l'Hôtel-de-Ville - BP 35,76390,Aumale | Tél : 02 35 93 40 50 | Fax : 02 35 93 86 79",http://www.aumale.com,mairie
mairie-76036-01,Mairie - Auppegard,mairie-auppegard@wanadoo.fr,"Adresse : Place Jacob-Bontemps,76730,Auppegard | Tél : 02 35 85 22 34 | Fax : 02 35 85 22 34",http://www.auppegard.fr,mairie
mairie-76038-01,Mairie - Authieux-Ratiéville,mairie.authieuxratieville@orange.fr,"Adresse : 379 rue de l'École,76690,Authieux-Ratiéville | Tél : 02 35 33 23 35 | Fax : ",http://www.mairieauthieuxratieville.fr,mairie
mairie-76039-01,Mairie - Les Authieux-sur-le-Port-Saint-Ouen,mairielesauthieux@wanadoo.fr,"Adresse : Place du 19-Mars-01962,76520,Les Authieux-sur-le-Port-St-Ouen | Tél : 02 35 23 35 35 | Fax : 02 35 23 11 46",http://www.lesauthieuxsurleportsaintouen.fr,mairie
mairie-76040-01,Mairie - Autigny,mairiedeautigny@wanadoo.fr,"Adresse : Lotissement Les Fleurs,76740,Autigny | Tél : 02 35 57 39 18 | Fax : 02 35 97 46 85",,mairie
mairie-76041-01,Mairie - Autretot,autretot@orange.fr,"Adresse : 2 allée des Tisserands,76190,Autretot | Tél : 02 35 95 02 78 | Fax : 02 35 95 02 78",http://www.autretot.fr,mairie
mairie-76042-01,Mairie - Auvilliers,auvilliers.mairie@orange.fr,"Adresse : 2 route de l'Aventure,76270,Auvilliers | Tél : 02 35 94 56 97 | Fax : ",,mairie
mairie-76043-01,Mairie - Auzebosc,mairie-dauzebosc@orange.fr,"Adresse : 2 rue Hutcheson,76190,Auzebosc | Tél : 02 35 95 13 48 | Fax : 02 35 95 64 86",http://www.auzebosc.fr,mairie
mairie-76045-01,Mairie - Auzouville-l'Esneval,mairie-sg.auzouvillelesneval@wanadoo.fr,"Adresse : Route d'Étennemare,76760,Auzouville-l'Esneval | Tél : 02 35 96 93 41 | Fax : ",http://auzouvillelesneval.fr,mairie
mairie-76046-01,Mairie - Auzouville-sur-Ry,mairie-sg.auzouville.sur.ry@wanadoo.fr,"Adresse : 84 chemin de la Côte,76116,Auzouville-sur-Ry | Tél : 02 35 23 40 67 | Fax : 02 35 02 01 09",http://www.auzouvillesurry.fr,mairie
mairie-76047-01,Mairie - Auzouville-sur-Saâne,mairie.auzouvillesaane@gmail.com,"Adresse : 20 bis route de la Mer,76730,Auzouville-sur-Saâne | Tél : 02 35 83 23 81 | Fax : 02 35 83 23 81",,mairie
mairie-76048-01,Mairie - Avesnes-en-Bray,mairie-sg.avesnesenbray@wanadoo.fr,"Adresse : 3 place de la Petite-Morette,76220,Avesnes-en-Bray | Tél : 02 35 90 17 34 | Fax : ",,mairie
mairie-76049-01,Mairie - Avesnes-en-Val,mairie.avesnes.en.val@wanadoo.fr,"Adresse : 10 le Bourg,76630,Avesnes-en-Val | Tél : 02 35 94 48 93 | Fax : 02 35 93 89 80",,mairie
mairie-76050-01,Mairie - Avremesnil,mairie.avremesnil@wanadoo.fr,"Adresse : 333 Grande rue,76730,Avremesnil | Tél : 02 35 85 35 99 | Fax : ",,mairie
mairie-76051-01,Mairie - Bacqueville-en-Caux,mairiebacquevilleencaux@yahoo.fr,"Adresse : Place du Général-de-Gaulle,76730,Bacqueville-en-Caux | Tél : 02 35 83 21 03 | Fax : 02 35 83 79 12",http://bacqueville-en-caux.fr/infos-pratiques,mairie
mairie-76052-01,Mairie - Bailleul-Neuville,mairie.bailleulneuville@orange.fr,"Adresse : Le Bourg,76660,Bailleul-Neuville | Tél : 02 35 94 95 00 | Fax : ",,mairie
mairie-76053-01,Mairie - Baillolet,commune.de.baillolet@wanadoo.fr,"Adresse : Rue de l'École,76660,Baillolet | Tél : 02 35 93 80 76 | Fax : 02 35 93 80 76",,mairie
mairie-76054-01,Mairie - Bailly-en-Rivière,bailly.en.riviere@wanadoo.fr,"Adresse : 31 rue Pierre-Bourdier,76630,Bailly-en-Rivière | Tél : 02 35 83 52 65 | Fax : 02 35 83 52 65",,mairie
mairie-76055-01,Mairie - Baons-le-Comte,mairie.baonslecomte@wanadoo.fr,"Adresse : 8 route du Bois-Locrel,76190,Baons-le-Comte | Tél : 02 35 56 63 07 | Fax : 02 35 95 20 14",http://www.baons-le-comte.fr,mairie
mairie-76056-01,Mairie - Bardouville,mairie-sg.bardouville@wanadoo.fr,"Adresse : 247 rue de l'École,76480,Bardouville | Tél : 02 35 37 07 44 | Fax : 02 35 37 36 30",http://www.bardouville.fr,mairie
mairie-76057-01,Mairie - Barentin,s.durieu@ville-barentin.fr,"Adresse : Place de la Libération,76360,Barentin | Tél : 02 32 94 90 20 | Fax : 02 35 91 66 28",http://www.ville-barentin.fr,mairie
mairie-76058-01,Mairie - Baromesnil,mairie.baromesnil@wanadoo.fr,"Adresse : 1 route de Saint-Rémy,76260,Baromesnil | Tél : 02 35 50 85 07 | Fax : 02 35 50 85 07",,mairie
mairie-76059-01,Mairie - Bazinval,bazinval2@wanadoo.fr,"Adresse : 10 rue de Saulx,76340,Bazinval | Tél : 02 32 97 04 01 | Fax : 09 66 44 04 15",,mairie
mairie-76060-01,Mairie - Beaubec-la-Rosière,mairie.de.beaubec.la.rosiere@wanadoo.fr,"Adresse : 1 place de la Presle - BP 25,76440,Beaubec-la-Rosière | Tél : 02 35 90 59 63 | Fax : ",,mairie
mairie-76062-01,Mairie - Beaumont-le-Hareng,mairiebeaumontlehareng@wanadoo.fr,"Adresse : 01110 route d'Eawy,76850,Beaumont-le-Hareng | Tél : 02 35 33 31 17 | Fax : 09 70 62 63 62",,mairie
mairie-76063-01,Mairie - Beauval-en-Caux,mairiedebeauvalencaux@wanadoo.fr,"Adresse : 1 espace Raymond-et-André-Wemaere,76890,Beauval-en-Caux | Tél : 02 35 32 88 70 | Fax : 02 35 66 06 22",,mairie
mairie-76065-01,Mairie - Beaussault,commune-de-beaussault3@wanadoo.fr,"Adresse : 460 rue Principale,76870,Beaussault | Tél : 02 35 90 98 01 | Fax : 02 35 90 98 01",http://www.mairiedebeaussault.com,mairie
mairie-76066-01,Mairie - Beautot,mairie.de.beautot@wanadoo.fr,"Adresse : 14 rue de l'Ancien-Château,76890,Beautot | Tél : 02 35 32 91 76 | Fax : 02 35 32 91 76",,mairie
mairie-76067-01,Mairie - Beauvoir-en-Lyons,mairie.beauvoirenlyons@wanadoo.fr,"Adresse : 28 place du Commandant-Schloesing,76220,Beauvoir-en-Lyons | Tél : 02 35 90 71 26 | Fax : ",,mairie
mairie-76068-01,Mairie - Bec-de-Mortagne,bec-de-mortagne.mairie@wanadoo.fr,"Adresse : Route de la Vallée,76110,Bec-de-Mortagne | Tél : 02 35 28 23 49 | Fax : ",,mairie
mairie-76069-01,Mairie - Belbeuf,contact@mairie-belbeuf.fr,"Adresse : 3 rue du Général-de-Gaulle,76240,Belbeuf | Tél : 02 35 80 26 12 | Fax : 02 35 80 55 63",http://www.belbeuf.fr,mairie
mairie-76070-01,Mairie - Bellencombre,commune.bellencombre@wanadoo.fr,"Adresse : 20 rue de l'Audience,76680,Bellencombre | Tél : 02 35 93 95 18 | Fax : 02 35 93 14 59",,mairie
mairie-76072-01,Mairie - Belleville-en-Caux,mairiedebelleville@wanadoo.fr,"Adresse : 1 rue du Pressoir,76890,Belleville-en-Caux | Tél : 02 35 32 31 22 | Fax : 02 35 32 31 22",,mairie
mairie-76075-01,Mairie - Belmesnil,mairiebelmesnil@wanadoo.fr,"Adresse : 45 route de la Mer,76590,Belmesnil | Tél : 02 35 83 21 92 | Fax : 02 35 83 66 22",,mairie
mairie-76076-01,Mairie - Bénarville,mairiedebenarville@wanadoo.fr,"Adresse : 1 le Bourg,76110,Bénarville | Tél : 02 35 27 72 41 | Fax : ",,mairie
mairie-76077-01,Mairie - Bénesville,mairie@benesville.fr,"Adresse : 4 rue de l'Église,76560,Bénesville | Tél : 02 35 56 28 00 | Fax : 02 35 56 50 28",,mairie
mairie-76082-01,Mairie - Bernières,mairie.bernieres@wanadoo.fr,"Adresse : 275 rue de l'Église,76210,Bernières | Tél : 02 35 31 12 82 | Fax : 02 35 31 31 23",,mairie
mairie-76083-01,Mairie - Bertheauville,mairie.bertheauville@wanadoo.fr,"Adresse : 122 Grande rue,76450,Bertheauville | Tél : 02 35 97 78 97 | Fax : ",,mairie
mairie-76084-01,Mairie - Bertreville,bertreville.mairie@wanadoo.fr,"Adresse : 16 rue des Fleurs,76450,Bertreville | Tél : 02 35 97 50 89 | Fax : 02 35 97 47 58",,mairie
mairie-76085-01,Mairie - Bertreville-Saint-Ouen,mairie-bertreville-saint-ouen@wanadoo.fr,"Adresse : 1 route de la Mairie,76590,Bertreville-Saint-Ouen | Tél : 02 35 83 20 87 | Fax : ",,mairie
mairie-76086-01,Mairie - Bertrimont,mairie.bertrimont@wanadoo.fr,"Adresse : 9 rue du Nisbourg,76890,Bertrimont | Tél : 02 35 32 90 24 | Fax : ",,mairie
mairie-76087-01,Mairie - Berville-en-Caux,mairie-sg.bervilleencaux@wanadoo.fr,"Adresse : 66 route d'Yerville,76560,Berville-en-Caux | Tél : 02 35 56 92 10 | Fax : 02 35 56 92 10",,mairie
mairie-76088-01,Mairie - Berville-sur-Seine,mairie.bervillesurseine@wanadoo.fr,"Adresse : Rue du Village,76480,Berville-sur-Seine | Tél : 02 35 37 56 43 | Fax : 02 35 37 87 45",http://www.bervillesurseine.fr,mairie
mairie-76090-01,Mairie - Beuzeville-la-Grenier,mairie-de-beuzeville-la-grenier@wanadoo.fr,"Adresse : 2 place de la Mairie,76210,Beuzeville-la-Grenier | Tél : 02 35 31 70 42 | Fax : 02 32 84 36 14",http://www.mairiebeuzevillelagrenier.fr,mairie
mairie-76091-01,Mairie - Beuzeville-la-Guérard,mairie.beuzeville-la-guerard@cote-albatre.com,"Adresse : 352 route de l'Église,76450,Beuzeville-la-Guérard | Tél : 02 35 27 61 34 | Fax : 02 35 28 98 17",,mairie
mairie-76092-01,Mairie - Beuzevillette,mairie.beuzevillette@wanadoo.fr,"Adresse : Place de la Mairie,76210,Beuzevillette | Tél : 02 35 31 41 67 | Fax : 02 35 39 81 10",https://www.cauxseine.fr/communes-beuzevillette-76210.php,mairie
mairie-76093-01,Mairie - Bézancourt,mairie.bezancourt@wanadoo.fr,"Adresse : 9 rue de l'Église,76220,Bézancourt | Tél : 02 35 90 16 14 | Fax : 02 35 90 16 14",,mairie
mairie-76094-01,Mairie - Bierville,mairie-sg.bierville@neuf.fr,"Adresse : 152 rue des Fossés-Tremblés,76750,Bierville | Tél : 02 35 34 87 29 | Fax : ",,mairie
mairie-76096-01,Mairie - Biville-la-Baignarde,mairie.bivillebgde@wanadoo.fr,"Adresse : 455 route de la Mer,76890,Biville-la-Baignarde | Tél : 02 35 32 88 12 | Fax : 02 35 32 61 64",,mairie
mairie-76097-01,Mairie - Biville-la-Rivière,mairie.bivillelariviere@hotmail.fr,"Adresse : Rue de l'Ancienne-Distillerie,76730,Biville-la-Rivière | Tél : 02 35 84 56 00 | Fax : 02 35 84 56 00",,mairie
mairie-76099-01,Mairie - Blacqueville,mairie.blacqueville@gmail.com,"Adresse : 55 route du Neufbosc,76190,Blacqueville | Tél : 02 35 91 27 31 | Fax : ",,mairie
mairie-76101-01,Mairie - Blangy-sur-Bresle,mairie.blangy@wanadoo.fr,"Adresse : Place Georges-Durand - BP 63,76340,Blangy-sur-Bresle | Tél : 02 35 93 50 05 | Fax : 02 35 94 06 14",http://www.blangysurbresle.fr,mairie
mairie-76104-01,Mairie - Blosseville,blosseville.mairie@wanadoo.fr,"Adresse : 1 place de l'Église,76460,Blosseville | Tél : 02 35 97 64 62 | Fax : 02 35 57 08 40",http://www.blosseville76.fr,mairie
mairie-76105-01,Mairie - Le Bocasse,mairie-du-bocasse@orange.fr,"Adresse : Le Village,76690,Le Bocasse | Tél : 02 35 33 22 24 | Fax : 02 35 75 22 95",http://www.mairie-le-bocasse.fr,mairie
mairie-76106-01,Mairie - Bois-d'Ennebourg,mairie-sg.boisdennebourg@wanadoo.fr,"Adresse : 290 rue de l'Église,76160,Bois-d'Ennebourg | Tél : 02 35 23 45 20 | Fax : 02 35 23 50 76",http://www.boisdennebourg.fr,mairie
mairie-76107-01,Mairie - Bois-Guilbert,bois-guilbert@mcom.fr,"Adresse : Route d'Argueuil,76750,Bois-Guilbert | Tél : 02 35 34 43 08 | Fax : 02 35 34 43 08",,mairie
mairie-76108-01,Mairie - Bois-Guillaume,contact@ville-bois-guillaume.fr,"Adresse : 31 place de la Libération - BP 40,76230,Bois-Guillaume | Tél : 02 35 12 24 40 | Fax : 02 35 12 24 90",http://www.ville-bois-guillaume.fr,mairie
mairie-76109-01,Mairie - Bois-Héroult,mairie.boisheroult@wanadoo.fr,"Adresse : 255 rue du Château,76750,Bois-Héroult | Tél : 02 35 34 44 37 | Fax : ",http://www.bois-heroult.fr,mairie
mairie-76110-01,Mairie - Bois-Himont,mairie.sg.boishimont@wanadoo.fr,"Adresse : 94 rue de la Pierre-Noire,76190,Bois-Himont | Tél : 02 35 96 04 29 | Fax : ",,mairie
mairie-76111-01,Mairie - Bois-l'Évêque,mairie.bois-leveque@wanadoo.fr,"Adresse : Rue Principale,76160,Bois-l'Évêque | Tél : 02 35 23 50 80 | Fax : 02 35 23 50 80",http://info.boisleveque.com/,mairie
mairie-76112-01,Mairie - Le Bois-Robert,mairie.boisrobert@orange.fr,"Adresse : 622 rue de la Varenne,76590,Le Bois-Robert | Tél : 02 35 04 41 09 | Fax : ",,mairie
mairie-76113-01,Mairie - Boissay,mairie.boissay@orange.fr,"Adresse : Rue du Colombier,76750,Boissay | Tél : 02 35 34 00 14 | Fax : ",,mairie
mairie-76114-01,Mairie - Bolbec,mairieaccueil@ville-bolbec.fr,"Adresse : 9 square du Général-Leclerc,76210,Bolbec | Tél : 02 32 84 51 00 | Fax : 02 32 84 51 45",https://www.bolbec.fr/,mairie
mairie-76115-01,Mairie - Bolleville,mairiedebolleville@wanadoo.fr,"Adresse : Rue des Écoles,76210,Bolleville | Tél : 02 35 31 14 85 | Fax : 02 32 84 33 15",,mairie
mairie-76116-01,Mairie - Boos,mairie.boos@wanadoo.fr,"Adresse : Rue de Paris - BP 12,76520,Boos | Tél : 02 35 80 20 62 | Fax : 02 35 80 22 06",http://www.mairie-boos.com,mairie
mairie-76117-01,Mairie - Bordeaux-Saint-Clair,mairie.bordeauxstclair@wanadoo.fr,"Adresse : Le Bourg,76790,Bordeaux-Saint-Clair | Tél : 02 35 27 06 11 | Fax : 02 35 27 67 92",,mairie
mairie-76118-01,Mairie - Bornambusc,mairie.bornambusc@wanadoo.fr,"Adresse : 941 route de Goderville,76110,Bornambusc | Tél : 02 35 27 77 09 | Fax : 09 75 72 52 80",,mairie
mairie-76119-01,Mairie - Bosc-Bérenger,mairie.boscberenger@wanadoo.fr,"Adresse : 416 rue de Caux,76680,Bosc-Bérenger | Tél : 09 75 94 17 46 | Fax : 09 75 94 17 46",,mairie
mairie-76120-01,Mairie - Bosc-Bordel,mairie-sg.bosc-bordel@wanadoo.fr,"Adresse : 1 place de Bordes,76750,Bosc-Bordel | Tél : 02 35 34 42 35 | Fax : ",,mairie
mairie-76121-01,Mairie - Bosc-Edeline,secretariat@mairiedeboscedeline.fr,"Adresse : Le Bourg,76750,Bosc-Edeline | Tél : 02 32 91 03 39 | Fax : 02 32 91 03 39",http://www.mairiedeboscedeline.fr,mairie
mairie-76122-01,Mairie - Callengeville,mairiedecallengeville@cegetel.net,"Adresse : Allée de la Mairie,76270,Callengeville | Tél : 02 35 93 63 59 | Fax : 02 35 93 87 65",,mairie
mairie-76123-01,Mairie - Bosc-Guérard-Saint-Adrien,mairiedeboscguerard@wanadoo.fr,"Adresse : Route de Tendos,76710,Bosc-Guérard-Saint-Adrien | Tél : 02 35 33 73 50 | Fax : ",http://www.bosc-guerard.fr,mairie
mairie-76124-01,Mairie - Bosc-Hyons,mairie-bosc-hyons@orange.fr,"Adresse : 69 route Principale,76220,Bosc-Hyons | Tél : 02 35 90 15 10 | Fax : ",,mairie
mairie-76125-01,Mairie - Bosc-le-Hard,secretariat@mairie-bosc-le-hard.fr,"Adresse : 217 place du Marché - BP 21,76850,Bosc-le-Hard | Tél : 02 35 33 30 53 | Fax : 02 35 33 79 00",http://www.mairiedebosclehard.eu,mairie
mairie-76126-01,Mairie - Bosc-Mesnil,boscmesnil@wanadoo.fr,"Adresse : 616 route du Centre,76680,Bosc-Mesnil | Tél : 02 35 34 50 68 | Fax : 09 70 61 36 67",http://www.boscmesnil.fr,mairie
mairie-76128-01,Mairie - Bosville,mairie.bosville@wanadoo.fr,"Adresse : Place Georges-Durécu,76450,Bosville | Tél : 02 35 97 73 54 | Fax : 02 35 57 19 41",,mairie
mairie-76129-01,Mairie - Boudeville,mairie.sg.boudeville@wanadoo.fr,"Adresse : 27 rue de la Mairie,76560,Boudeville | Tél : 09 62 33 91 47 | Fax : ",,mairie
mairie-76130-01,Mairie - Bouelles,mairie-sg.bouelles@wanadoo.fr,"Adresse : 934 route du Bourg,76270,Bouelles | Tél : 02 32 97 06 59 | Fax : 02 32 97 06 59",http://www.bouelles.fr,mairie
mairie-76131-01,Mairie - La Bouille,labouille.mairie@orange.fr,"Adresse : 1 rue de la République,76530,La Bouille | Tél : 02 35 18 01 48 | Fax : 02 35 18 15 38",http://www.labouille.fr,mairie
mairie-76132-01,Mairie - Bourdainville,commune.bourdainville@wanadoo.fr,"Adresse : Place de la Mairie - Rue de la Vallée,76760,Bourdainville | Tél : 02 35 96 86 98 | Fax : 09 67 10 86 98",,mairie
mairie-76133-01,Mairie - Le Bourg-Dun,mairie-bourg-dun@wanadoo.fr,"Adresse : Route de Dieppe,76740,Le Bourg-Dun | Tél : 02 35 83 03 39 | Fax : ",http://lebourgdun.com,mairie
mairie-76134-01,Mairie - Bourville,mairie-sg-bourville@wanadoo.fr,"Adresse : Rue du Bourg,76740,Bourville | Tél : 02 35 97 43 22 | Fax : 02 35 97 44 85",,mairie
mairie-76136-01,Mairie - Brachy,mairiebrachy@wanadoo.fr,"Adresse : 6 place Jacques-Clatot,76730,Brachy | Tél : 02 35 85 35 42 | Fax : 02 35 04 92 97",,mairie
mairie-76138-01,Mairie - Bracquetuit,mairie-bracquetuit@wanadoo.fr,"Adresse : 96 rue du Puits,76850,Bracquetuit | Tél : 02 35 32 68 56 | Fax : 02 32 80 27 76",,mairie
mairie-76139-01,Mairie - Bradiancourt,mairie.bradiancourt@wanadoo.fr,"Adresse : 1 place Louis-Rousselin,76680,Bradiancourt | Tél : 02 35 34 56 79 | Fax : 02 35 34 56 79",,mairie
mairie-76140-01,Mairie - Brametot,mairiebrametot@wanadoo.fr,"Adresse : 6 bis rue de l'Église,76740,Brametot | Tél : 02 35 97 40 71 | Fax : 02 27 13 09 77",,mairie
mairie-76141-01,Mairie - Bréauté,commune-de-breaute@orange.fr,"Adresse : 15 place Suchetet,76110,Bréauté | Tél : 02 35 27 75 74 | Fax : 02 35 27 07 72",http://www.commune-de-breaute.e-monsite.com,mairie
mairie-76142-01,Mairie - Brémontier-Merval,mairie.bremontier.merval@wanadoo.fr,"Adresse : 82 route du Bos-Mallard,76220,Brémontier-Merval | Tél : 02 35 90 71 56 | Fax : 02 35 90 60 17",http://www.bremontier-merval.fr,mairie
mairie-76143-01,Mairie - Bretteville-du-Grand-Caux,mairie.bretteville@wanadoo.fr,"Adresse : 38 route du Pont,76110,Bretteville-du-Grand-Caux | Tél : 02 35 27 70 27 | Fax : 02 35 27 96 93",http://www.brettevilledugrandcaux.e-monsite.com,mairie
mairie-76144-01,Mairie - Bretteville-Saint-Laurent,mairiebrettevillestlaurent@wanadoo.fr,"Adresse : 20 route de l'Église,76560,Bretteville-Saint-Laurent | Tél : 02 35 96 55 66 | Fax : ",,mairie
mairie-76146-02,Mairie déléguée - Bosc-Roger-sur-Buchy,mairie-sg-bosc-roger-sur-buchy@wanadoo.fr,"Adresse : Bosc-Roger-sur-Buchy - 4 place de la Mairie,76750,Buchy | Tél : 09 63 66 69 43 | Fax : 09 70 32 27 49",,mairie
