#id,name,request_email,notes,home_page,tag_string,valid_email,commune,commune_in_name
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie,True,Sainte-Anne,True
mairie-09210-01,Mairie - Montoulieu 09210-01,mairie.montoulieu@wanadoo.fr,"Adresse : Rue de la Mairie, 9000, Montoulieu | Tél : 05 61 65 28 34 | Fax : 05 61 65 28 34",http://www.montoulieu-ariege.fr,mairie,True,Montoulieu,True
mairie-34171-01,Mairie - Montoulieu 34171-01,mairie@montoulieu.fr,"Adresse : Quartier de l'Église,34190,Montoulieu | Tél : 04 67 73 79 09 | Fax : 04 67 73 30 34",http://www.montoulieu.fr,mairie,True,Montoulieu,True
mairie-34173-01,Mairie - Montpeyroux 34173-01,contact@montpeyroux34.com,"Adresse : 6 rue de la Dysse,34150,Montpeyroux | Tél : 04 67 96 61 07 | Fax : 04 67 96 69 25",http://www.montpeyroux34.com,mairie,True,Montpeyroux,True
mairie-63241-01,Mairie - Montpeyroux 63241-01,montpeyroux.mairie@neufbusiness.fr,"Adresse : 1 rue de la Grande-Charreyre,63114,Montpeyroux | Tél : 04 73 96 62 68 | Fax : 04 73 96 69 96",http://www.montpeyroux63.com,mairie,True,Montpeyroux,True
mairie-24292-01,Mairie - Montpeyroux 24292-01,mairie.montpeyroux@wanadoo.fr,"Adresse : Le Bourg, 24610, Montpeyroux | Tél : 05 53 80 78 07 | Fax : 05 53 80 58 00",http://www.pays-de-bergerac.com/mairie/montpeyroux,mairie,True,Montpeyroux,True
mairie-12156-01,Mairie - Montpeyroux 12156-01,mairie-montpeyroux12@wanadoo.fr,"Adresse : Saint-Rémy, 012210, Montpeyroux | Tél : 05 65 44 38 00 | Fax : ",http://www.montpeyroux12.fr,mairie,True,Montpeyroux,True
mairie-47190-01,Mairie - Montpezat 47190-01,montpezat.mairie@wanadoo.fr,"Adresse : 1 place de la Mairie,47360,Montpezat | Tél : 05 53 95 02 14 | Fax : ",http://www.montpezat-agenais.com,mairie,True,Montpezat,True
mairie-30182-01,Mairie - Montpezat 30182-01,mairie.montpezat@wanadoo.fr,"Adresse : 10 place de l'Église,30730,Montpezat | Tél : 04 66 81 10 66 | Fax : 04 66 63 20 78",http://www.montpezat-gard.fr,mairie,True,Montpezat,True
mairie-32289-01,Mairie - Montpezat 32289-01,mairiemontpezat@orange.fr,"Adresse : Mairie,32220,Montpezat | Tél : 05 62 62 42 90 | Fax : ",,mairie,True,Montpezat,True
mairie-28267-01,Mairie - Montreuil 28267-01,mairiedemontreuil@wanadoo.fr,"Adresse : 6 rue de l'Aunaie, 28500, Montreuil | Tél : 02 37 43 50 21 | Fax : ",,mairie,True,Montreuil,True
mairie-85148-01,Mairie - Montreuil 85148-01,mairie@montreuil85.fr,"Adresse : 44 rue du Cèdre,85200,Montreuil | Tél : 02 51 51 80 37 | Fax : ",,mairie,True,Montreuil,True
mairie-39363-01,Mairie - Montrevel 39363-01,mairiemontrevel@ozone.net,"Adresse : 15 rue de la Mairie,39320,Montrevel | Tél : 03 84 85 43 04 | Fax : ",,mairie,True,Montrevel,True
mairie-38257-01,Mairie - Montrevel 38257-01,mairie.montrevel@orange.fr,"Adresse : 18 chemin de la Chevalière,38690,Montrevel | Tél : 04 74 92 24 87 | Fax : ",http://www.montrevel.fr,mairie,True,Montrevel,True
mairie-39364-01,Mairie - Montrond 39364-01,mairie.de.montrond@wanadoo.fr,"Adresse : 4 rue Louis-Pergaud,39300,Montrond | Tél : 03 84 51 71 89 | Fax : ",http://www.montrond39.fr,mairie,True,Montrond,True
mairie-05089-01,Mairie - Montrond 05089-01,mairie.montrond@wanadoo.fr,"Adresse : Le Village, 5700, Montrond | Tél : 04 92 67 12 88 | Fax : 04 92 67 12 88",,mairie,True,Montrond,True
mairie-89267-01,Mairie - Montréal 89267-01,mairie-de-montreal@wanadoo.fr,"Adresse : 17 Grande rue,89420,Montréal | Tél : 03 86 32 10 01 | Fax : ",http://www.montreal-en-bourgogne.com,mairie,True,Montréal,True
mairie-07162-01,Mairie - Montréal 07162-01,mairie.montreal07@wanadoo.fr,"Adresse : 42 impasse de la Mairie, 7110, Montréal | Tél : 04 75 39 11 70 | Fax : ",http://www.montreal-ardeche.fr,mairie,True,Montréal,True
mairie-11254-01,Mairie - Montréal 11254-01,mairie-montreal11@wanadoo.fr,"Adresse : Rue de la Mairie, 011290, Montréal | Tél : 04 68 76 20 05 | Fax : 04 68 76 31 30",http://www.montrealdelaude.fr,mairie,True,Montréal,True
mairie-60427-01,Mairie - Monts 60427-01,mairie.monts@9business.fr,"Adresse : 29 rue des Sources,60119,Monts | Tél : 03 44 49 81 58 | Fax : 03 44 49 81 58",,mairie,True,Monts,True
mairie-37159-01,Mairie - Monts 37159-01,mairie@monts.fr,"Adresse : 2 rue Maurice-Ravel,37260,Monts | Tél : 02 47 34 11 80 | Fax : ",http://www.monts.fr,mairie,True,Monts,True
mairie-65319-01,Mairie - Montégut 65319-01,mairie.montegut@wanadoo.fr,"Adresse : 1, rue du Bataillet,65150,Montégut | Tél : 09 63 20 18 74 | Fax : 05 62 99 04 66",,mairie,True,Montégut,True
mairie-32282-01,Mairie - Montégut 32282-01,commune.montegut@wanadoo.fr,"Adresse : Rue Amédée-Gay,32550,Montégut | Tél : 05 62 05 22 43 | Fax : ",,mairie,True,Montégut,True
mairie-40193-01,Mairie - Montégut 40193-01,mairiedemontegut@wanadoo.fr,"Adresse : 146 route d'Arthez,40190,Montégut | Tél : 05 58 03 21 63 | Fax : 05 58 03 21 63",,mairie,True,Montégut,True
mairie-51384-01,Mairie - Morangis 51384-01,mairie.morangis@wanadoo.fr,"Adresse : 2 rue des Prés-Marrais,501530,Morangis | Tél : 03 26 59 75 90 | Fax : 03 26 59 75 90",,mairie,True,Morangis,True
mairie-91432-01,Mairie - Morangis 91432-01,monsieurlemaire@morangis91.com,"Adresse : 12 avenue de la République,901420,Morangis | Tél : 01 64 54 28 28 | Fax : 01 69 09 63 01",http://www.morangis91.com,mairie,True,Morangis,True
mairie-02525-01,Mairie - Morcourt 02525-01,mairiedemorcourt@wanadoo.fr,"Adresse : 2 place Roger-Renty, 2100, Morcourt | Tél : 03 23 08 25 79 | Fax : 03 23 65 32 41",http://www.morcourt.fr,mairie,True,Morcourt,True
mairie-80569-01,Mairie - Morcourt 80569-01,mairie.de.morcourt@orange.fr,"Adresse : Rue de Cerisy,80340,Morcourt | Tél : 03 22 76 60 99 | Fax : ",,mairie,True,Morcourt,True
mairie-02528-01,Mairie - Mortefontaine 02528-01,mairie.mortefontaine02@orange.fr,"Adresse : 7 rue des Templiers, 2600, Mortefontaine | Tél : 03 23 96 35 44 | Fax : ",http://www.mortefontaine.fr,mairie,True,Mortefontaine,True
mairie-60432-01,Mairie - Mortefontaine 60432-01,mairiemortefontaine60128@wanadoo.fr,"Adresse : 18 rue Corot,60128,Mortefontaine | Tél : 03 44 54 31 56 | Fax : 03 44 54 77 86",http://www.mortefontaine60.fr,mairie,True,Mortefontaine,True
mairie-76454-01,Mairie - Mortemer 76454-01,mairie.mortemer@orange.fr,"Adresse : 5 route de l'Eaulne,76270,Mortemer | Tél : 02 35 94 20 50 | Fax : 02 35 94 20 50",,mairie,True,Mortemer,True
mairie-60434-01,Mairie - Mortemer 60434-01,commune.mortemer@orange.fr,"Adresse : 62 Grande rue,60490,Mortemer | Tél : 03 44 85 01 05 | Fax : 03 44 85 01 05",http://www.village-mortemer.fr,mairie,True,Mortemer,True
mairie-17249-01,Mairie - Mortiers 17249-01,mairie-mortiers@wanadoo.fr,"Adresse : Le Bourg, 017500, Mortiers | Tél : 05 46 70 62 77 | Fax : ",,mairie,True,Mortiers,True
mairie-02529-01,Mairie - Mortiers 02529-01,mortiersmairie@orange.fr,"Adresse : 2 Grande rue, 2270, Mortiers | Tél : 03 23 80 72 65 | Fax : 03 23 80 72 65",,mairie,True,Mortiers,True
mairie-10258-01,Mairie - Morvilliers 10258-01,mairie.morvilliers@wanadoo.fr,"Adresse : 6 rue du Haut-Dormont, 010500, Morvilliers | Tél : 03 25 92 93 34 | Fax : 03 25 92 93 34",,mairie,True,Morvilliers,True
mairie-28271-01,Mairie - Morvilliers 28271-01,morvilliers.mairie@wanadoo.fr,"Adresse : 3 rue de l'Église, 28340, Morvilliers | Tél : 02 37 37 61 31 | Fax : 02 37 37 61 31",,mairie,True,Morvilliers,True
mairie-16233-01,Mairie - Mosnac 16233-01,mairie.mosnac@wanadoo.fr,"Adresse : Le Bourg, 016120, Mosnac | Tél : 05 45 62 53 86 | Fax : ",http://www.mosnac16.fr,mairie,True,Mosnac,True
mairie-17250-01,Mairie - Mosnac 17250-01,mairie@commune-mosnac.fr,"Adresse : 36 rue de la Seugne, 017240, Mosnac | Tél : 05 46 70 49 13 | Fax : ",http://www.commune-mosnac.fr,mairie,True,Mosnac,True
mairie-82133-01,Mairie - Mouillac 82133-01,mairie-mouillac@info82.com,"Adresse : 1 place Michel-Lejeaille,82160,Mouillac | Tél : 05 63 67 03 58 | Fax : ",,mairie,True,Mouillac,True
mairie-33295-01,Mairie - Mouillac 33295-01,mairiemouillac@orange.fr,"Adresse : 2 le Bourg,33240,Mouillac | Tél : 05 57 84 81 32 | Fax : ",,mairie,True,Mouillac,True
mairie-24297-01,Mairie - Moulin-Neuf 24297-01,mairie.moulinneuf@wanadoo.fr,"Adresse : 1 rue de la République, 24700, Moulin-Neuf | Tél : 05 53 81 81 20 | Fax : 05 53 81 17 96",,mairie,True,Moulin-Neuf,True
mairie-09213-01,Mairie - Moulin-Neuf 09213-01,mairiemoulinneuf@wanadoo.fr,"Adresse : 3 route de Limoux, 9500, Moulin-Neuf | Tél : 05 61 68 25 65 | Fax : ",,mairie,True,Moulin-Neuf,True
mairie-50362-01,Mairie - Moulines 50362-01,mairie.moulines@wanadoo.fr,"Adresse : Le Bourg,50600,Moulines | Tél : 02 33 49 21 63 | Fax : 02 33 49 21 63",,mairie,True,Moulines,True
mairie-14455-01,Mairie - Moulines 14455-01,mairie.de.moulines@wanadoo.fr,"Adresse : 4 rue du Moulin-à-Tan, 014220, Moulines | Tél : 02 31 78 30 76 | Fax : 02 31 78 30 76",,mairie,True,Moulines,True
mairie-06086-01,Mairie - Moulinet 06086-01,secretaire.moulinet@wanadoo.fr,"Adresse : Place Saint-Joseph, 6380, Moulinet | Tél : 04 93 04 80 07 | Fax : 04 93 04 81 93",http://www.moulinet.net,mairie,True,Moulinet,True
mairie-47193-01,Mairie - Moulinet 47193-01,mairiedemoulinet@wanadoo.fr,"Adresse : Le Bourg,47290,Moulinet | Tél : 05 53 01 66 27 | Fax : 05 53 01 66 27",http://www.moulinet47.fr,mairie,True,Moulinet,True
mairie-35198-01,Mairie - Moulins 35198-01,mairie.moulins@wanadoo.fr,"Adresse : 10 rue de la Métrie,35680,Moulins | Tél : 02 99 49 01 56 | Fax : ",http://www.moulins35.fr,mairie,True,Moulins,True
mairie-03190-01,Mairie - Moulins 03190-01,accueil.hotel-ville@ville-moulins.fr,"Adresse : 12 place de l'Hôtel-de-Ville - BP 01629, 3016, Moulins Cedex | Tél : 04 70 48 50 00 | Fax : 04 70 48 50 75",http://www.ville-moulins.fr,mairie,True,Moulins,True
mairie-02530-01,Mairie - Moulins 02530-01,moulins02@wanadoo.fr,"Adresse : 8 Grande rue, 2160, Moulins | Tél : 03 23 24 44 55 | Fax : ",,mairie,True,Moulins,True
mairie-33298-01,Mairie - Moulon 33298-01,secretariat@mairie-moulon.fr,"Adresse : 50 le Bourg Sud,33420,Moulon | Tél : 05 57 84 50 65 | Fax : 05 57 84 56 99",http://www.mairie-moulon.fr,mairie,True,Moulon,True
mairie-45219-01,Mairie - Moulon 45219-01,mairie-moulon45@orange.fr,"Adresse : 3 rue de la Mairie,45270,Moulon | Tél : 02 38 95 51 52 | Fax : 02 38 95 51 52",,mairie,True,Moulon,True
mairie-10260-01,Mairie - Moussey 10260-01,mairie.moussey.aube@wanadoo.fr,"Adresse : 6 route de Villebertin, 010800, Moussey | Tél : 03 25 41 87 20 | Fax : 03 25 41 94 41",http://www.moussey-aube.fr,mairie,True,Moussey,True
mairie-57488-01,Mairie - Moussey 57488-01,mairie.moussey@wanadoo.fr,"Adresse : 6 rue de Bourdonnay,57770,Moussey | Tél : 03 87 24 60 11 | Fax : ",http://www.moussey-moselle.fr,mairie,True,Moussey,True
mairie-88317-01,Mairie - Moussey 88317-01,mairie-moussey88@wanadoo.fr,"Adresse : 66 rue René-Laederich,88210,Moussey | Tél : 03 29 41 30 57 | Fax : ",,mairie,True,Moussey,True
mairie-51390-01,Mairie - Moussy 51390-01,mairie.moussy@wanadoo.fr,"Adresse : Place Henri-Baronna,501530,Moussy | Tél : 03 26 54 04 43 | Fax : 03 26 55 47 57",http://www.moussy51.fr,mairie,True,Moussy,True
mairie-58184-01,Mairie - Moussy 58184-01,mairiemoussy@wanadoo.fr,"Adresse : 8 rue de la Mairie,58700,Moussy | Tél : 03 86 68 06 36 | Fax : ",http://moussy58.fr,mairie,True,Moussy,True
mairie-95438-01,Mairie - Moussy 95438-01,mairiemoussy95@free.fr,"Adresse : 1 place du Prieuré,95640,Moussy | Tél : 01 30 27 20 14 | Fax : 09 72 37 70 17",http://www.moussy.fr,mairie,True,Moussy,True
mairie-35200-01,Mairie - Moutiers 35200-01,mairie@moutiers.bzh,"Adresse : 1 place Saint-Martin,35130,Moutiers | Tél : 02 99 96 22 88 | Fax : ",http://www.moutiers.bzh,mairie,True,Moutiers,True
mairie-54391-01,Mairie - Moutiers 54391-01,mairie@ville-moutiers.com,"Adresse : 8 rue de Metz,54660,Moutiers | Tél : 03 82 46 08 76 | Fax : 03 82 46 51 41",http://www.ville-moutiers.fr,mairie,True,Moutiers,True
mairie-28274-01,Mairie - Moutiers 28274-01,mairie.moutiers28@wanadoo.fr,"Adresse : 10 rue des Trois-Fleurs, 28150, Moutiers | Tél : 02 37 22 12 36 | Fax : ",,mairie,True,Moutiers,True
mairie-55364-01,Mairie - Mouzay 55364-01,mairie.mouzay997@orange.fr,"Adresse : 1 place Charles-de-Gaulle,55700,Mouzay | Tél : 03 29 80 33 76 | Fax : ",,mairie,True,Mouzay,True
mairie-37162-01,Mairie - Mouzay 37162-01,mairie.mouzay@wanadoo.fr,"Adresse : 1 place de la Mairie,37600,Mouzay | Tél : 02 47 59 15 43 | Fax : 02 47 59 15 43",,mairie,True,Mouzay,True
mairie-24142-02,Mairie - Mouzens 24142-02,mairie.mouzens@wanadoo.fr,"Adresse : Le Bourg, 24220, Mouzens | Tél : 05 53 29 22 35 | Fax : 05 53 30 29 69",http://www.mairiemouzens.fr,mairie,True,Mouzens,True
mairie-81189-01,Mairie - Mouzens 81189-01,mouzens81@orange.fr,"Adresse : Le Bourg,801470,Mouzens | Tél : 05 63 75 72 40 | Fax : ",,mairie,True,Mouzens,True
mairie-08311-01,Mairie - Mouzon 08311-01,mairie.mouzon08@orange.fr,"Adresse : Place de l'Hôtel-de-Ville - BP 26, 8210, Mouzon | Tél : 03 24 26 10 63 | Fax : 03 24 26 27 73",http://www.mouzon.fr,mairie,True,Mouzon,True
mairie-16239-01,Mairie - Mouzon 16239-01,mouzon.mairie@wanadoo.fr,"Adresse : Le Bourg, 016310, Mouzon | Tél : 05 45 65 03 53 | Fax : 05 45 61 55 76",,mairie,True,Mouzon,True
mairie-62597-01,Mairie - Moyenneville 62597-01,mairie.moyenneville@wanadoo.fr,"Adresse : 8 rue du 11-Novembre,62121,Moyenneville | Tél : 03 21 73 58 85 | Fax : 09 70 29 67 79",,mairie,True,Moyenneville,True
mairie-80578-01,Mairie - Moyenneville 80578-01,mairie-moyenneville@orange.fr,"Adresse : 3 la Place,80870,Moyenneville | Tél : 03 22 24 09 70 | Fax : 03 22 19 20 80",http://www.moyenneville80.fr,mairie,True,Moyenneville,True
mairie-60440-01,Mairie - Moyenneville 60440-01,mairie.de.moyenneville@wanadoo.fr,"Adresse : 149 rue de Gournay,60190,Moyenneville | Tél : 03 44 42 23 12 | Fax : ",http://www.moyenneville.fr,mairie,True,Moyenneville,True
mairie-68226-01,Mairie - Munster 68226-01,mairie@ville-munster68.fr,"Adresse : 1 place du Marché,68140,Munster | Tél : 03 89 77 32 98 | Fax : 03 89 77 04 55",http://www.munster.alsace,mairie,True,Munster,True
mairie-57494-01,Mairie - Munster 57494-01,mairie.munster@wanadoo.fr,"Adresse : 33 rue du Presbytère,57670,Munster | Tél : 03 87 01 61 98 | Fax : ",,mairie,True,Munster,True
mairie-15138-01,Mairie - Murat 15138-01,administration@mairiedemurat.fr,"Adresse : Place de l'Hôtel-de-Ville, 015300, Murat | Tél : 04 71 20 03 80 | Fax : 04 71 20 20 63",http://www.murat.fr,mairie,True,Murat,True
mairie-03191-01,Mairie - Murat 03191-01,murat.mairie@wanadoo.fr,"Adresse : 2 rue Jean-Charles-Varennes, 3390, Murat | Tél : 04 70 07 40 53 | Fax : ",,mairie,True,Murat,True
mairie-36136-01,Mairie - Murs 36136-01,mairie.murs@wanadoo.fr,"Adresse : 5 place Saint-Hilaire,36700,Murs | Tél : 02 54 38 77 42 | Fax : 09 70 60 45 87",http://www.murs36.com,mairie,True,Murs,True
mairie-84085-01,Mairie - Murs 84085-01,accueil@communedemurs-vaucluse.fr,"Adresse : Place de la Mairie,84220,Murs | Tél : 04 90 72 60 00 | Fax : 04 90 72 61 73",http://www.communedemurs-vaucluse.fr,mairie,True,Murs,True
mairie-70339-01,Mairie - Mélisey 70339-01,secretariat@mairie-melisey.com,"Adresse : 10 Grande rue,70270,Mélisey | Tél : 03 84 20 84 38 | Fax : 03 84 20 87 19",,mairie,True,Mélisey,True
mairie-89247-01,Mairie - Mélisey 89247-01,mairie-melisey89@wanadoo.fr,"Adresse : Place de la Mairie,89430,Mélisey | Tél : 03 86 75 74 34 | Fax : ",,mairie,True,Mélisey,True
mairie-62570-01,Mairie - Méricourt 62570-01,contact@mairie-mericourt.fr,"Adresse : Place Jean-Jaurès,62680,Méricourt | Tél : 03 21 69 92 92 | Fax : 03 21 40 08 96",http://www.mairie-mericourt.fr,mairie,True,Méricourt,True
mairie-78391-01,Mairie - Méricourt 78391-01,mericourt.mairie@wanadoo.fr,"Adresse : 22 Grande rue,78270,Méricourt | Tél : 01 34 79 33 06 | Fax : 01 34 79 31 60",,mairie,True,Méricourt,True
mairie-33281-01,Mairie - Mérignac 33281-01,contact@merignac.com,"Adresse : 60 avenue du Maréchal-de-Lattre-de-Tassigny,33705,Mérignac Cedex | Tél : 05 56 55 66 00 | Fax : 05 56 55 66 02",http://www.merignac.com,mairie,True,Mérignac,True
mairie-16216-01,Mairie - Mérignac 16216-01,communedemerignac@orange.fr,"Adresse : 2 rue de la Saintonge, 016200, Mérignac | Tél : 05 45 35 80 20 | Fax : 05 45 35 87 98",,mairie,True,Mérignac,True
mairie-78389-01,Mairie - Méré 78389-01,mairie.mere@wanadoo.fr,"Adresse : Square Raoul-Breton,78490,Méré | Tél : 01 34 86 02 13 | Fax : 01 34 86 93 55",http://www.mere-village.fr,mairie,True,Méré,True
mairie-89250-01,Mairie - Méré 89250-01,mairie.de.mere@ozone.net,"Adresse : Rue Saint-Martin,89144,Méré | Tél : 03 86 47 53 88 | Fax : ",http://www.mairie-mere-89.com,mairie,True,Méré,True
mairie-91390-01,Mairie - Méréville 91390-01,mairie-de-mereville@wanadoo.fr,"Adresse : Place de l'Hôtel-de-Ville,901660,Méréville | Tél : 01 64 95 00 20 | Fax : 01 64 95 16 24",http://www.commune-de-mereville.com,mairie,True,Méréville,True
mairie-54364-01,Mairie - Méréville 54364-01,mairie.mereville@orange.fr,"Adresse : 8 Grande rue,54850,Méréville | Tél : 03 83 47 27 53 | Fax : ",http://www.mereville54.fr,mairie,True,Méréville,True
mairie-85159-01,Mairie - Nalliers 85159-01,nalliers.mairie@wanadoo.fr,"Adresse : 27 rue Pierre-et-Marie-Curie,85370,Nalliers | Tél : 02 51 30 70 34 | Fax : 02 51 30 94 06",http://www.nalliers.fr,mairie,True,Nalliers,True
mairie-86175-01,Mairie - Nalliers 86175-01,nalliers@departement86.fr,"Adresse : 5 rue des Écoles,86310,Nalliers | Tél : 05 49 48 03 95 | Fax : ",,mairie,True,Nalliers,True
mairie-58189-01,Mairie - Narcy 58189-01,mairie.narcy@wanadoo.fr,"Adresse : 17 Grande rue,58400,Narcy | Tél : 03 86 69 13 24 | Fax : 03 86 69 13 24",,mairie,True,Narcy,True
mairie-52347-01,Mairie - Narcy 52347-01,narcy.mairie007@orange.fr,"Adresse : Grande rue,52170,Narcy | Tél : 03 25 55 50 57 | Fax : 03 25 55 50 57",,mairie,True,Narcy,True
mairie-27425-01,Mairie - Nassandres-sur-Risle 27425-01,mairie@nassandres-sur-risle.fr,"Adresse : Rue Joliot-Curie, 27550, Nassandres-sur-Risle | Tél : 02 32 45 02 96 | Fax : 02 32 44 86 01",http://www.nassandres-sur-risle.fr,mairie,True,Nassandres-sur-Risle,True
mairie-27425-02,Mairie - Nassandres-sur-Risle 27425-02,mairie.carsix@wanadoo.fr,"Adresse : Carsix - Rue Gustave-Héon, 27550, Nassandres-sur-Risle | Tél : 02 32 46 16 27 | Fax : ",,mairie,True,Nassandres-sur-Risle,True
mairie-03194-01,Mairie - Naves 03194-01,mairie.de.naves@wanadoo.fr,"Adresse : 1 rue de l'Église, 3330, Naves | Tél : 04 70 58 30 00 | Fax : ",,mairie,True,Naves,True
mairie-19146-01,Mairie - Naves 19146-01,mairiedenaves@gmail.com,"Adresse : 1 rue de l'Hôtel-de-Ville, 019460, Naves | Tél : 05 55 26 60 16 | Fax : ",http://www.naves19.fr,mairie,True,Naves,True
mairie-59422-01,Mairie - Naves 59422-01,naves59.mairie@wanadoo.fr,"Adresse : 42 chaussée Brunehaut,59161,Naves | Tél : 03 27 37 92 07 | Fax : 03 27 37 87 26",,mairie,True,Naves,True
mairie-50368-01,Mairie - Nay 50368-01,nay.mairie@orange.fr,"Adresse : Rue de Haut,50190,Nay | Tél : 02 33 42 45 75 | Fax : 02 33 42 45 75",,mairie,True,Nay,True
mairie-64417-01,Mairie - Nay 64417-01,accueil@mairienay.fr,"Adresse : Place de la République,64800,Nay | Tél : 05 59 61 90 30 | Fax : 05 59 61 33 10",http://www.villedenay.fr,mairie,True,Nay,True
mairie-58191-01,Mairie - Neuilly 58191-01,mairie.neuilly58@orange.fr,"Adresse : 7 route du Tacot,58420,Neuilly | Tél : 03 86 29 65 31 | Fax : 03 86 29 65 31",,mairie,True,Neuilly,True
mairie-27429-01,Mairie - Neuilly 27429-01,mairie.neuilly27730@wanadoo.fr,"Adresse : 11 rue Denis-Tardif, 27730, Neuilly | Tél : 02 32 36 22 57 | Fax : 02 32 36 22 57",,mairie,True,Neuilly,True
mairie-24309-01,Mairie - Neuvic 24309-01,mairie.neuvic@libertysurf.fr,"Adresse : 8 avenue du Général-de-Gaulle, 24190, Neuvic | Tél : 05 53 82 81 80 | Fax : 05 53 82 81 81",http://www.mairieneuvic.fr,mairie,True,Neuvic,True
mairie-19148-01,Mairie - Neuvic 19148-01,mairieneuvic19160@gmail.com,"Adresse : Place de la Mairie, 019160, Neuvic | Tél : 05 55 95 80 16 | Fax : 05 55 95 05 04",http://www.neuvic-correze.net,mairie,True,Neuvic,True
mairie-19149-01,Mairie - Neuville 19149-01,mairie-neuville@wanadoo.fr,"Adresse : Le Bourg, 019380, Neuville | Tél : 05 55 28 09 88 | Fax : 05 55 28 23 87",,mairie,True,Neuville,True
mairie-63252-01,Mairie - Neuville 63252-01,mairie.neuville63@wanadoo.fr,"Adresse : Le Bourg,63160,Neuville | Tél : 04 73 68 44 20 | Fax : ",http://www.neuville63.fr,mairie,True,Neuville,True
mairie-80596-01,Mairie - Neuvillette 80596-01,mairie.neuvillette@laposte.net,"Adresse : Place de la Mairie,80600,Neuvillette | Tél : 03 22 77 13 95 | Fax : 03 22 77 13 95",,mairie,True,Neuvillette,True
mairie-02552-01,Mairie - Neuvillette 02552-01,commune.neuvilette@orange.fr,"Adresse : 7 rue Saint-Claude, 2390, Neuvillette | Tél : 03 23 09 81 55 | Fax : 03 23 09 85 15",,mairie,True,Neuvillette,True
mairie-51402-01,Mairie - Neuvy 51402-01,neuvy.mairie@wanadoo.fr,"Adresse : 1 place Émile-Jugnot,501310,Neuvy | Tél : 03 26 81 43 77 | Fax : ",,mairie,True,Neuvy,True
mairie-41160-01,Mairie - Neuvy 41160-01,mairie.de.neuvy@wanadoo.fr,"Adresse : 21 route de Neung-sur-Beuvron,401250,Neuvy | Tél : 02 54 46 42 69 | Fax : 02 54 46 06 84",,mairie,True,Neuvy,True
mairie-03200-01,Mairie - Neuvy 03200-01,contact@mairieneuvy.fr,"Adresse : 22 bis rue Saint-Vincent, 3000, Neuvy | Tél : 04 70 44 31 36 | Fax : 04 70 34 96 48",http://www.mairieneuvy.fr,mairie,True,Neuvy,True
mairie-32295-01,Mairie - Nizas 32295-01,communenizas32@orange.fr,"Adresse : 289 chemin de l'Église,32130,Nizas | Tél : 05 62 62 56 49 | Fax : ",,mairie,True,Nizas,True
